system:index,Biome_Type,Bulk_Density,Carbon_Content,Clay_Content,Human_Footprint,Max_DEF,Max_VPD,Pre_NDVI,Ref_ID,Sand_Content,TWI,aspect,dNBR,def,elevation,esa_lc_2021,event_start,gfc_lossyear,pdsi,pr,slope,soil,tmmx,vpd,.geo,Prob_Arc_1,Prob_Arc_2,Prob_Arc_3,Predicted_Dominant_Archetype
00000000000000000445,8.0,124.0,9.0,28.0,0.3260766863822937,1459.0,130.0,0.3178493244019966,1248,34.0,16.725365477784457,107.87716152833298,0.1405292934722048,183.55208333333331,582.0,10,2002,,228.55208333333331,43.645833333333336,0.0944176241755485,379.0520833333333,88.33333333333333,37.6875,"{""type"":""Point"",""coordinates"":[-101.55760055490174,49.83639825396193]}",0.96285826,0.010287078,0.05278395,Archetype_1
00000000000000000446,8.0,124.0,9.0,27.0,0.4058257937431335,1517.0,131.0,0.2507285301803401,1249,35.0,15.991355670457406,70.84468077234325,0.1256874764016779,202.28125,611.0,10,2002,,216.875,40.97916666666666,0.2061050087213516,336.3645833333333,88.53125,38.13541666666666,"{""type"":""Point"",""coordinates"":[-101.83019877960207,49.8114986336795]}",0.96206576,0.019688357,0.018991206,Archetype_1
00000000000000000447,6.0,116.0,12.0,22.0,0.1394883394241333,1259.0,120.0,0.3515073424457495,1250,48.0,26.754538231195315,148.2302002154536,-0.0316664991405196,223.65625,455.0,10,2002,,104.41666666666669,36.875,0.0909121930599212,302.03125,80.29166666666667,38.25,"{""type"":""Point"",""coordinates"":[-106.14330440545706,52.73220090548443]}",0.95536685,0.09627946,0.006893727,Archetype_1
00000000000000000448,8.0,120.0,9.0,24.0,0.2840461134910583,1218.0,113.0,0.4155699238485698,1251,42.0,18.14304179511064,4.680566828298666,-0.0636926828271013,192.5625,727.0,10,2002,,87.73958333333333,40.40625,0.1938730776309967,304.8333333333333,77.63541666666667,37.15625,"{""type"":""Point"",""coordinates"":[-107.83499816311337,52.37580279468672]}",0.9154598,0.2051832,0.0054209474,Archetype_1
00000000000000000449,8.0,112.0,12.0,22.0,0.2941646575927734,1216.0,113.0,0.4266377916302823,1252,42.0,15.565989826625213,349.688334519894,-0.0313515919280919,187.30208333333331,731.0,10,2002,,90.79166666666669,41.09375,0.2651372849941253,316.8854166666667,78.55208333333333,37.40625,"{""type"":""Point"",""coordinates"":[-107.80560376896904,52.35570116713779]}",0.8525501,0.3378372,0.013614091,Archetype_1
0000000000000000044a,8.0,142.0,6.0,23.0,0.086284801363945,1592.0,147.0,0.3076949017594124,1253,49.0,17.590818824991477,301.79354632988816,0.0162007240728146,359.4791666666667,522.0,10,2002,,39.3125,29.36458333333333,0.0916880592703819,111.77083333333331,89.41666666666667,44.41666666666666,"{""type"":""Point"",""coordinates"":[-106.71439931377608,51.697497719739694]}",0.971143,0.037634127,0.017410545,Archetype_1
0000000000000000044b,8.0,131.0,10.0,24.0,0.063317596912384,1300.0,120.0,0.4059690004877546,1254,43.0,17.48868479209137,196.95614372778152,-0.027046334007634,243.34375,680.0,10,2002,,-0.5729166666666666,35.083333333333336,0.2727100253105163,163.90625,85.57291666666667,38.989583333333336,"{""type"":""Point"",""coordinates"":[-110.60719899253539,52.6001000367761]}",0.9411508,0.074588716,0.0038266606,Archetype_1
0000000000000000044c,6.0,96.0,17.0,16.0,0.0008347909897565842,950.0,97.0,0.5950472677107064,1255,49.0,16.354259969626835,64.1236150905737,0.1044138611211888,111.54166666666669,577.0,10,2002,,164.59375,43.645833333333336,0.1992340832948684,556.375,69.73958333333333,32.947916666666664,"{""type"":""Point"",""coordinates"":[-106.19899857761462,53.63090150909907]}",0.93100786,0.08803247,0.053428777,Archetype_1
0000000000000000044f,1.0,119.0,10.0,33.0,0.1390154063701629,1007.0,95.0,,1260,41.0,16.603069528100274,163.41149715739536,,194.4375,44.0,10,1982,,-55.97916666666666,196.60416666666663,0.3427476584911346,2097.864583333333,295.9375,62.114583333333336,"{""type"":""Point"",""coordinates"":[-79.84694652274126,9.154298130368558]}",0.7016536,0.10229805,0.3790428,Archetype_1
00000000000000000450,1.0,119.0,4.0,25.0,0.1235850229859352,840.0,83.0,,1261,59.0,19.428179790979684,122.20432045109544,,116.80208333333331,36.0,10,1978,,145.25,108.13541666666669,0.108770415186882,1217.7708333333333,279.6875,61.5625,"{""type"":""Point"",""coordinates"":[-39.934398058951565,-19.116179593425645]}",0.7231262,0.07344295,0.5661141,Archetype_1
00000000000000000452,1.0,113.0,6.0,32.0,0.2291670143604278,1242.0,88.0,0.6412797735530708,1263,43.0,16.31660280065747,14.752784664812356,0.0495183776667002,66.73958333333333,131.0,10,1997,,-118.75,319.5833333333333,1.3884385824203491,512.8645833333334,301.34375,55.395833333333336,"{""type"":""Point"",""coordinates"":[-84.02062497685712,10.414484679082895]}",0.31906313,0.279957,0.47628254,Archetype_3
00000000000000000453,4.0,87.0,14.0,14.0,0.1952615231275558,1646.0,99.0,0.3277734224176599,1264,60.0,14.39442516623137,305.00884184353464,-0.087817145768969,311.28125,1014.0,10,1998,,67.39583333333333,88.41666666666667,11.739069938659668,704.75,112.71875,45.125,"{""type"":""Point"",""coordinates"":[-71.42721394531105,-41.243541078131685]}",0.16570581,0.86111337,0.16667934,Archetype_2
00000000000000000454,1.0,116.0,3.0,30.0,0.0966991037130355,433.0,101.0,0.5412716797671019,1265,38.0,19.91600395461177,239.08953217550948,-0.0922367025277578,13.760416666666666,103.0,10,2005,,29.11458333333333,260.84375,0.225688561797142,420.0208333333333,316.28125,76.91666666666667,"{""type"":""Point"",""coordinates"":[-70.30999955367335,-3.7200005947361707]}",0.29294235,0.8333665,0.048287105,Archetype_2
00000000000000000456,1.0,115.0,4.0,25.0,0.0910857841372489,483.0,126.0,0.776475096379116,1267,45.0,18.13131282214294,270.0,0.0144691714841121,59.34375,220.0,10,2005,,-129.76041666666666,195.44791666666663,0.3269983232021332,2311.21875,304.7604166666667,79.70833333333333,"{""type"":""Point"",""coordinates"":[-69.26000165131529,-12.830002015239794]}",0.43504152,0.43329605,0.26974317,Archetype_1
00000000000000000457,1.0,115.0,4.0,25.0,0.0910857841372489,483.0,126.0,0.776475096379116,1268,45.0,18.13131282214294,270.0,0.0144691714841121,59.34375,220.0,10,2005,,-129.76041666666666,195.44791666666663,0.3269983232021332,2311.21875,304.7604166666667,79.70833333333333,"{""type"":""Point"",""coordinates"":[-69.26999449677606,-12.830002015239794]}",0.43504152,0.43329605,0.26974317,Archetype_1
00000000000000000458,1.0,122.0,6.0,41.0,0.1252068132162094,692.0,102.0,0.5769775130834699,1269,40.0,15.72495246679388,136.8111421876609,0.0486691662832218,137.71875,182.0,10,2005,,19.3125,162.20833333333334,0.4240258634090423,2608.2604166666665,310.09375,59.75,"{""type"":""Point"",""coordinates"":[-54.950001700931544,-2.8999986656137944]}",0.6698689,0.07678436,0.20471531,Archetype_1
00000000000000000459,1.0,106.0,9.0,33.0,0.0216229613870382,803.0,90.0,0.5188320348775579,1270,35.0,20.322294591927697,176.81869477097555,-0.024781060017285,126.03125,33.0,10,2005,,-0.125,189.48958333333331,0.174172431230545,2905.083333333333,309.5,51.708333333333336,"{""type"":""Point"",""coordinates"":[-51.4900023704197,-1.7399991993682764]}",0.6694962,0.5301925,0.045550957,Archetype_1
0000000000000000045a,1.0,99.0,5.0,31.0,0.0213525835424661,801.0,91.0,0.4950950276068184,1271,34.0,17.356625434701098,154.16856646076815,-0.019231550810175,126.71875,30.0,10,2005,,3.208333333333333,187.92708333333331,0.3327470421791076,2891.3854166666665,309.9791666666667,52.145833333333336,"{""type"":""Point"",""coordinates"":[-51.43000070664453,-1.730001894806451]}",0.6887361,0.41458336,0.071475476,Archetype_1
0000000000000000045b,1.0,108.0,3.0,32.0,0.0149308908730745,793.0,104.0,0.7380415981340578,1272,53.0,16.751461001465024,270.0,-0.0160982556397122,68.21875,93.0,10,2005,,60.75,204.0,0.1644119918346405,2044.8958333333333,313.2291666666667,69.22916666666667,"{""type"":""Point"",""coordinates"":[-60.20999743548578,-2.6100010286029414]}",0.57808656,0.52978647,0.14716615,Archetype_1
0000000000000000045c,1.0,117.0,2.0,29.0,0.0182552449405193,770.0,105.0,0.7520427648936349,1273,56.0,17.11213671262662,170.82837162288507,0.0238708563807586,67.80208333333333,99.0,10,2005,,61.833333333333336,204.59375,0.3033780753612518,2104.583333333333,313.0208333333333,69.51041666666667,"{""type"":""Point"",""coordinates"":[-60.11000209436226,-2.5999992649400623]}",0.41302285,0.15635765,0.6349305,Archetype_3
0000000000000000045d,1.0,108.0,3.0,30.0,0.0140631468966603,800.0,105.0,0.7663218907147716,1274,52.0,17.08909828748907,108.41651899905392,0.0113754454942043,70.33333333333333,96.0,10,2005,,61.03125,203.4375,0.0305814240127801,2049.4375,313.5833333333333,69.47916666666667,"{""type"":""Point"",""coordinates"":[-60.169999299036384,-2.6300000968276462]}",0.7928842,0.20905395,0.5726684,Archetype_1
0000000000000000045e,1.0,113.0,2.0,34.0,0.0147282863035798,785.0,105.0,0.7572942198507586,1275,51.0,16.810989704410822,161.5466055312188,0.017007999803229,69.38541666666667,92.0,10,2005,,61.19791666666666,204.16666666666663,0.2444400787353515,2081.5416666666665,313.3645833333333,69.52083333333333,"{""type"":""Point"",""coordinates"":[-60.15000023081167,-2.6300000968276462]}",0.3926526,0.35066393,0.59726983,Archetype_3
0000000000000000045f,1.0,121.0,6.0,28.0,0.0063024964183568,974.0,94.0,0.6047473859590113,1276,44.0,15.13864057338174,125.08171502329633,0.0046814515686589,159.33333333333334,14.0,10,2005,,13.239583333333334,179.71875,0.4370476901531219,2657.1979166666665,311.375,53.97916666666666,"{""type"":""Point"",""coordinates"":[-51.439998011206356,-1.8599980678175585]}",0.6817427,0.26691145,0.40191126,Archetype_1
00000000000000000461,7.0,119.0,5.0,33.0,0.2576219141483307,1259.0,126.0,0.6211262005101519,1282,45.0,17.22176488435396,224.2661712024892,0.0115408880110938,541.0729166666666,988.0,10,1991,,-71.69791666666667,62.46875,2.373154163360596,303.8854166666667,252.48958333333331,90.03125,"{""type"":""Point"",""coordinates"":[30.70075022533695,-25.37095618199312]}",0.23192422,0.08686564,0.8742017,Archetype_3
00000000000000000463,7.0,142.0,3.0,23.0,0.3262665867805481,1567.0,153.0,0.3846661650318904,1285,59.0,17.046184116798383,251.26876901367103,-0.1087945424823902,779.0208333333334,1249.0,10,1995,,129.03125,49.32291666666666,1.263390064239502,84.55208333333333,256.4375,107.4375,"{""type"":""Point"",""coordinates"":[29.037915769698554,-24.165384702981385]}",0.22907342,0.4718604,0.11825465,Archetype_2
00000000000000000464,7.0,142.0,3.0,23.0,0.3262665867805481,1567.0,153.0,0.3846661650318904,1286,59.0,17.046184116798383,251.26876901367103,-0.1087945424823902,779.0208333333334,1249.0,10,1995,,129.03125,49.32291666666666,1.263390064239502,84.55208333333333,256.4375,107.4375,"{""type"":""Point"",""coordinates"":[29.05443228000052,-24.173950636105058]}",0.22907342,0.4718604,0.11825465,Archetype_2
00000000000000000465,1.0,130.0,6.0,22.0,0.2131319940090179,445.0,136.0,,1288,63.0,15.238694033811102,150.11995644138145,,74.84375,179.0,10,1970,,73.53125,138.20833333333334,0.3899827897548675,2553.5416666666665,302.7604166666667,79.98958333333333,"{""type"":""Point"",""coordinates"":[-3.029999297725954,5.970000558890211]}",0.26763916,0.2623105,0.5779929,Archetype_3
00000000000000000470,5.0,100.0,25.0,16.0,0.602665901184082,816.0,99.0,0.5127031775699152,1305,47.0,15.777119412746934,134.6495599482304,-0.055030745485614,102.27083333333331,884.0,10,1998,,-63.8125,79.5,1.9651319980621336,161.63541666666666,122.02083333333331,35.21875,"{""type"":""Point"",""coordinates"":[7.947000979249136,46.300001145101405]}",0.21528308,0.63461316,0.35388598,Archetype_2
00000000000000000471,5.0,105.0,22.0,16.0,0.5731207132339478,929.0,98.0,0.3963723828554574,1308,45.0,17.01058239396173,229.648688493658,0.0243800802641324,141.11458333333334,784.0,10,1998,,-27.135416666666668,72.34375,1.596204400062561,160.86458333333334,123.54166666666669,36.35416666666666,"{""type"":""Point"",""coordinates"":[7.718998224184345,46.30199882237334]}",0.2787908,0.24487315,0.7419086,Archetype_3
00000000000000000473,5.0,98.0,19.0,18.0,0.4785581231117248,791.0,81.0,0.5783845818769044,1313,43.0,12.471431039401253,281.71618078185554,-0.0418824824241412,83.78125,2059.0,10,1998,,-89.375,102.33333333333331,5.2662739753723145,186.64583333333331,97.70833333333331,30.73958333333333,"{""type"":""Point"",""coordinates"":[7.18700071390193,46.122002749249944]}",0.14217778,0.5566346,0.24753317,Archetype_2
00000000000000000476,12.0,99.0,12.0,22.0,0.177111342549324,1668.0,157.0,0.4778158840791843,1316,41.0,12.397475342942498,252.7058843564961,0.0354592242199314,350.8125,1270.0,10,1988,,-139.8125,61.51041666666666,9.436120986938477,1451.40625,156.66666666666666,59.71875,"{""type"":""Point"",""coordinates"":[22.48400038696066,38.549998791292445]}",0.5126398,0.022675745,0.853534,Archetype_3
00000000000000000477,12.0,115.0,11.0,26.0,0.1841568797826767,1642.0,135.0,0.5078147004719828,1317,36.0,13.175915919127313,274.2477401233576,0.0020898104332599,274.3020833333333,1337.0,10,2004,,-186.83333333333331,82.97916666666667,8.672440528869629,603.0520833333334,144.96875,55.833333333333336,"{""type"":""Point"",""coordinates"":[5.243002100439556,44.18299832896743]}",0.1263001,0.06828732,0.9498585,Archetype_3
00000000000000000478,12.0,110.0,8.0,20.0,0.254336416721344,1293.0,105.0,0.5836913535482504,1318,43.0,12.72314950703056,273.33712749600176,-0.0102595614826132,236.33333333333331,1105.0,10,2004,,-244.14583333333331,65.48958333333333,9.537281036376951,821.34375,131.20833333333334,40.84375,"{""type"":""Point"",""coordinates"":[7.3609992961084405,43.97800007623736]}",0.18111394,0.23962697,0.44826195,Archetype_3
0000000000000000047a,4.0,114.0,9.0,24.0,0.2166590541601181,1554.0,138.0,0.4217094690706773,1320,38.0,13.370058601477009,7.83207388118785,0.0033484090871947,325.7291666666667,1258.0,10,1986,,-211.96875,57.770833333333336,2.11529541015625,687.3333333333334,149.15625,55.04166666666666,"{""type"":""Point"",""coordinates"":[-0.6999986015720409,42.50999712292718]}",0.26448533,0.18154505,0.91017026,Archetype_3
0000000000000000047b,4.0,93.0,14.0,17.0,0.2844920754432678,1402.0,124.0,0.5522741840825853,1321,46.0,13.777691913458945,217.36025151613745,-0.0122628457459235,246.375,1354.0,10,1986,,-190.90625,64.625,7.134446620941162,942.1979166666666,143.44791666666666,49.97916666666666,"{""type"":""Point"",""coordinates"":[-0.6379992605249293,42.710001182477384]}",0.32873678,0.3306265,0.21808137,Archetype_2
0000000000000000047c,4.0,97.0,11.0,18.0,0.2527761161327362,1309.0,118.0,0.6116657877986452,1322,45.0,15.624077347985462,223.82250969757183,0.0042974119898062,208.55208333333331,1210.0,10,1986,,-200.14583333333331,68.16666666666667,5.553153038024902,1184.65625,142.42708333333334,47.79166666666666,"{""type"":""Point"",""coordinates"":[-0.8179997927493793,42.78300112582335]}",0.4586976,0.31527933,0.7272865,Archetype_3
0000000000000000047d,12.0,140.0,5.0,26.0,0.4494925737380981,2068.0,219.0,0.3864360254621513,1323,36.0,16.17987087749513,219.91164078942785,0.0627485143617043,656.1041666666666,634.0,10,2005,,-205.69791666666663,47.34375,1.6873399019241333,226.92708333333331,190.94791666666663,91.91666666666669,"{""type"":""Point"",""coordinates"":[-0.4490002623746258,42.240003013242095]}",0.6992347,0.009407238,0.7238876,Archetype_3
0000000000000000047e,12.0,140.0,5.0,26.0,0.4494925737380981,2056.0,227.0,0.4166680461314015,1324,36.0,16.17987087749513,219.91164078942785,-0.0522822181074247,655.28125,634.0,10,2012,,-107.52083333333331,49.79166666666666,1.6873399019241333,279.46875,196.03125,94.88541666666669,"{""type"":""Point"",""coordinates"":[-0.4490002623746258,42.240003013242095]}",0.6055676,0.14260347,0.2513728,Archetype_1
0000000000000000047f,4.0,97.0,11.0,18.0,0.2527761161327362,1410.0,122.0,0.605029561076449,1325,45.0,15.624077347985462,223.82250969757183,-0.0147373038030734,195.75,1210.0,10,1995,,-124.97916666666669,80.26041666666667,5.553153038024902,1163.1354166666667,147.22916666666666,53.125,"{""type"":""Point"",""coordinates"":[-0.8170009541134072,42.78300112582335]}",0.41909513,0.44105023,0.213818,Archetype_2
00000000000000000481,12.0,154.0,2.0,23.0,0.4956473708152771,2315.0,223.0,0.1573788637291784,1327,36.0,17.256224562079428,293.0101437325068,-0.026572845777879,793.7708333333334,330.0,10,1995,,-27.92708333333333,36.770833333333336,1.013253092765808,82.96875,205.94791666666663,93.16666666666669,"{""type"":""Point"",""coordinates"":[-0.7299994334596246,41.78900061449446]}",0.5936293,0.42548168,0.052968197,Archetype_1
00000000000000000482,4.0,97.0,11.0,18.0,0.2527761161327362,1228.0,125.0,0.6829565299643214,1328,45.0,15.624077347985462,223.82250969757183,0.0195308582638111,243.0,1210.0,10,2005,,-219.36458333333331,73.41666666666667,5.553153038024902,1100.7916666666667,148.125,56.208333333333336,"{""type"":""Point"",""coordinates"":[-0.8170009541134072,42.78300112582335]}",0.49237958,0.17524497,0.5894419,Archetype_3
00000000000000000484,12.0,154.0,2.0,23.0,0.4956473708152771,2267.0,227.0,0.1909843726230112,1330,36.0,17.256224562079428,293.0101437325068,0.0517278908413431,844.7083333333334,330.0,10,2005,,-163.1875,33.145833333333336,1.013253092765808,43.59375,206.72916666666663,97.90625,"{""type"":""Point"",""coordinates"":[-0.7299994334596246,41.78900061449446]}",0.7565532,0.0439211,0.2689916,Archetype_1
00000000000000000485,12.0,139.0,4.0,21.0,0.1356244683265686,1723.0,189.0,0.3044447707971034,1331,44.0,16.044576950950624,101.1935349521367,-0.0057495770635503,553.4791666666666,1185.0,10,2013,,-250.23958333333331,36.427083333333336,2.039671897888184,124.05208333333331,166.6875,73.23958333333333,"{""type"":""Point"",""coordinates"":[-0.8710006678706368,40.30099859295958]}",0.67906487,0.1453083,0.1255244,Archetype_1
0000000000000000048b,5.0,113.0,13.0,17.0,0.6178643107414246,810.0,99.0,0.3671776405330588,1337,43.0,12.665979188027562,182.3362993684597,0.0752089767924684,34.604166666666664,916.0,10,1990,,-63.927083333333336,85.9375,8.664803504943848,244.80208333333331,123.42708333333331,40.90625,"{""type"":""Point"",""coordinates"":[11.28599814357468,47.268000638187644]}",0.13554999,0.29162148,0.6178849,Archetype_3
00000000000000000497,12.0,111.0,7.0,24.0,0.291562557220459,1202.0,135.0,0.65785256593658,1350,36.0,16.747576334988562,270.7142264157378,-0.0071229139937111,248.73958333333331,819.0,10,2012,,-211.17708333333331,66.64583333333333,1.549745798110962,758.1354166666666,158.64583333333334,57.71875,"{""type"":""Point"",""coordinates"":[1.927000520246636,42.11900084705579]}",0.2726836,0.0879253,0.67403793,Archetype_3
00000000000000000498,12.0,142.0,3.0,25.0,0.3510305881500244,1505.0,197.0,0.413645453704198,1351,35.0,16.064688846656363,248.06395313522583,-0.0123064348522853,403.6145833333333,563.0,10,2012,,-121.96875,56.520833333333336,1.215339183807373,468.90625,184.89583333333331,75.27083333333333,"{""type"":""Point"",""coordinates"":[1.4540013760023647,41.82099912365399]}",0.3044376,0.10121175,0.2583991,Archetype_1
0000000000000000049b,12.0,127.0,6.0,28.0,0.3168543577194214,1453.0,116.0,0.5591873328693383,1355,32.0,15.941446804969992,295.50452792803463,0.0018278129121324,292.8125,777.0,10,2002,,168.98958333333334,84.5625,4.143771171569824,681.0729166666666,164.17708333333334,46.57291666666666,"{""type"":""Point"",""coordinates"":[16.345998736780817,40.02200155824758]}",0.06884759,0.12999573,0.96483487,Archetype_3
0000000000000000049d,12.0,133.0,6.0,29.0,0.3996411561965942,1724.0,161.0,0.4036963268797546,1357,34.0,16.366209752414306,141.07561131310194,0.0068367810868488,367.9583333333333,460.0,10,2002,,131.80208333333334,73.29166666666667,2.259012460708618,435.7708333333333,180.16666666666663,64.41666666666667,"{""type"":""Point"",""coordinates"":[16.173997831846243,40.36700220675268]}",0.13894793,0.096428365,0.9650939,Archetype_3
0000000000000000049e,12.0,133.0,6.0,29.0,0.3996411561965942,1618.0,185.0,0.4921012252124814,1358,34.0,16.366209752414306,141.07561131310194,-0.0465601434313792,430.1770833333333,460.0,10,2013,,-239.07291666666663,56.38541666666666,2.259012460708618,350.9270833333333,185.92708333333331,67.86458333333333,"{""type"":""Point"",""coordinates"":[16.173997831846243,40.36700220675268]}",0.3200741,0.113305755,0.41287842,Archetype_3
0000000000000000049f,12.0,140.0,3.0,24.0,0.3133525550365448,1832.0,168.0,0.2917568333540747,1359,40.0,15.711001128796443,314.9541978911603,0.030500113234757,599.5729166666666,1014.0,10,1993,,-186.64583333333331,38.395833333333336,0.7793794870376587,92.51041666666669,172.10416666666666,71.60416666666667,"{""type"":""Point"",""coordinates"":[-1.6359995854987583,41.13100228574483]}",0.46754056,0.058032177,0.07463996,Archetype_1
000000000000000004a0,12.0,140.0,3.0,24.0,0.3133525550365448,1832.0,168.0,0.2917568333540747,1360,40.0,15.711001128796443,314.9541978911603,0.030500113234757,599.5729166666666,1014.0,10,1993,,-186.64583333333331,38.395833333333336,0.7793794870376587,92.51041666666669,172.10416666666666,71.60416666666667,"{""type"":""Point"",""coordinates"":[-1.6359995854987583,41.13100228574483]}",0.46754056,0.058032177,0.07463996,Archetype_1
000000000000000004a5,12.0,136.0,4.0,25.0,0.3951462805271148,2039.0,225.0,0.3134759963806296,1365,38.0,15.265469041375711,259.09005316548144,0.0299189531480347,711.375,732.0,10,2014,,-72.58333333333333,36.76041666666666,1.6840496063232422,135.53125,199.78125,83.42708333333333,"{""type"":""Point"",""coordinates"":[-0.6929978129181308,38.518000282132924]}",0.4539462,0.072329625,0.3953209,Archetype_1
000000000000000004ad,4.0,107.0,10.0,19.0,0.2673350870609283,1285.0,116.0,0.6227635488797509,1376,46.0,15.912050650992384,231.3814460992801,0.0508524936740578,182.85416666666663,1331.0,10,2001,,-244.96875,88.14583333333333,7.875609874725342,883.8020833333334,115.09375,47.40625,"{""type"":""Point"",""coordinates"":[1.1580017889735739,42.56100032077649]}",0.31381094,0.08477702,0.7608162,Archetype_3
000000000000000004ae,12.0,107.0,9.0,23.0,0.2945319712162018,1569.0,132.0,0.5825770006676929,1377,42.0,15.025385862197934,146.8403113277873,0.0495565533953427,373.0104166666667,822.0,10,2001,,-157.35416666666666,56.5625,0.6347174048423767,450.1770833333333,158.55208333333334,55.6875,"{""type"":""Point"",""coordinates"":[1.012001902281649,41.30799738385925]}",0.5558875,0.012941908,0.5037638,Archetype_1
000000000000000004af,4.0,107.0,10.0,19.0,0.2673350870609283,1138.0,116.0,0.5997686017527908,1378,46.0,15.912050650992384,231.3814460992801,0.0410234566984685,201.19791666666663,1331.0,10,2005,,-330.8333333333333,83.52083333333333,7.875609874725342,869.7604166666666,116.0,48.91666666666666,"{""type"":""Point"",""coordinates"":[1.1580017889735739,42.56100032077649]}",0.21165586,0.09249972,0.8500331,Archetype_3
000000000000000004b0,12.0,107.0,9.0,23.0,0.2945319712162018,1633.0,132.0,0.5774737531537883,1379,42.0,15.025385862197934,146.8403113277873,-0.00534548915307,385.6041666666667,822.0,10,2006,,-196.5,55.770833333333336,0.6347174048423767,461.84375,160.1875,57.40625,"{""type"":""Point"",""coordinates"":[1.012001902281649,41.30799738385925]}",0.4738562,0.08242609,0.12070493,Archetype_1
000000000000000004b1,12.0,122.0,8.0,22.0,0.0963740944862365,1889.0,172.0,0.4364959988105432,1380,43.0,15.461518378769672,159.02075007651044,0.012965512713672,460.46875,1393.0,10,2005,,-77.88541666666667,52.4375,0.5690819025039673,304.6666666666667,159.47916666666666,69.9375,"{""type"":""Point"",""coordinates"":[-2.11999933204188,40.66199849604445]}",0.76452005,0.06015853,0.24429163,Archetype_1
000000000000000004b3,12.0,121.0,6.0,20.0,0.3465873599052429,1992.0,178.0,0.3895551612859926,1382,46.0,15.329691506350084,345.5964580203439,0.0490732086562855,539.0833333333334,1550.0,10,2005,,-5.229166666666667,57.864583333333336,3.307985305786133,549.78125,168.21875,65.08333333333333,"{""type"":""Point"",""coordinates"":[-3.4569983555028787,37.0970007130271]}",0.1063757,0.06843598,0.9228687,Archetype_3
000000000000000004b4,12.0,121.0,6.0,20.0,0.3465873599052429,1992.0,178.0,0.3895551612859926,1383,46.0,15.329691506350084,345.5964580203439,0.0490732086562855,539.0833333333334,1550.0,10,2005,,-5.229166666666667,57.864583333333336,3.307985305786133,549.78125,168.21875,65.08333333333333,"{""type"":""Point"",""coordinates"":[-3.4569983555028787,37.0970007130271]}",0.1063757,0.06843598,0.9228687,Archetype_3
000000000000000004b9,12.0,128.0,6.0,22.0,0.5358664989471436,1568.0,151.0,0.5053071629018425,1389,40.0,13.515906613262496,264.36050281918415,0.1222131925447001,362.6041666666667,485.0,10,1994,,-201.1875,54.4375,4.317691802978516,670.2916666666666,173.04166666666666,64.6875,"{""type"":""Point"",""coordinates"":[1.9199997315927266,41.625998175485755]}",0.20074296,0.035453606,0.8981355,Archetype_3
000000000000000004ba,12.0,122.0,8.0,24.0,0.4759978950023651,1633.0,151.0,0.4695704528013404,1391,38.0,14.706100993206178,159.8674597250389,0.066658896235673,377.6875,587.0,10,1994,,-193.0,53.6875,1.2757614850997925,608.6770833333334,172.77083333333334,65.01041666666667,"{""type"":""Point"",""coordinates"":[1.7300018948064508,41.58999985268128]}",0.43660536,0.020044515,0.60917926,Archetype_3
000000000000000004c1,5.0,96.0,17.0,17.0,0.3239582777023315,53.0,79.0,0.6315646545147019,1400,46.0,13.83668973108252,227.3234659529128,-0.0260053579343563,1.3645833333333333,1357.0,10,2004,,-54.3125,118.08333333333331,13.754281997680664,159.8125,86.34375,29.4375,"{""type"":""Point"",""coordinates"":[12.863998201671265,46.55599813657973]}",0.14911236,0.613935,0.33835536,Archetype_2
000000000000000004c6,12.0,110.0,9.0,24.0,0.2836397588253021,1611.0,116.0,0.5902549867840843,1405,41.0,15.583375853682009,24.48102098245518,0.0812161780909905,384.9375,896.0,10,1994,,-183.32291666666663,52.864583333333336,1.2100136280059814,436.96875,162.67708333333334,52.4375,"{""type"":""Point"",""coordinates"":[1.0489990637220894,41.311002817969275]}",0.5772706,0.018581936,0.5226986,Archetype_1
000000000000000004c7,12.0,114.0,8.0,24.0,0.2798846364021301,1736.0,139.0,0.5297076478580396,1406,38.0,13.245235197515749,18.15900276074882,0.1097682544512068,446.2708333333333,841.0,10,1994,,-193.95833333333331,50.270833333333336,4.040061950683594,358.8645833333333,169.10416666666666,60.739583333333336,"{""type"":""Point"",""coordinates"":[1.0259990204884157,41.34400016576478]}",0.28785437,0.015097998,0.8682882,Archetype_3
000000000000000004c8,12.0,110.0,9.0,24.0,0.2836397588253021,1611.0,116.0,0.5902549867840843,1407,41.0,15.583375853682009,24.48102098245518,0.0812161780909905,384.9375,896.0,10,1994,,-183.32291666666663,52.864583333333336,1.2100136280059814,436.96875,162.67708333333334,52.4375,"{""type"":""Point"",""coordinates"":[1.0489990637220894,41.311002817969275]}",0.5772706,0.018581936,0.5226986,Archetype_1
000000000000000004c9,12.0,114.0,8.0,24.0,0.2798846364021301,1736.0,139.0,0.5297076478580396,1408,38.0,13.245235197515749,18.15900276074882,0.1097682544512068,446.2708333333333,841.0,10,1994,,-193.95833333333331,50.270833333333336,4.040061950683594,358.8645833333333,169.10416666666666,60.739583333333336,"{""type"":""Point"",""coordinates"":[1.0259990204884157,41.34400016576478]}",0.28785437,0.015097998,0.8682882,Archetype_3
