NDII_mean,NDVI_mean,Ref_ID,Year,driver_class,esa_lc_2021,event_start,gfc_lossyear
0.37027472257614136,0.7229699492454529,59,2003,,10,2010,24
0.32988327741622925,0.691463828,60,2003,,10,2010,24
0.4105333685874939,0.8469776511192322,801,2003,3,10,2010,12
0.057314355,0.5478882193565369,62,2003,4,10,2010,17
0.47312313318252563,0.6076089143753052,246,2003,4,10,2006,6
0.3247147798538208,0.7269953489303589,408,2003,4,10,1999,10
0.2529739439487457,0.6966787576675415,410,2003,4,10,1999,8
0.060040615,0.5228617787361145,1219,2003,4,10,1978,5
0.41349759697914124,0.6983814239501953,1384,2003,4,10,2003,10
0.47063860297203064,0.6140148043632507,1393,2003,4,10,1990,12
0.41978925466537476,0.7334961891174316,1395,2003,4,10,1990,12
0.26612499356269836,0.5907405614852905,1479,2003,4,10,1994,6
0.31348857283592224,0.6282758116722107,1480,2003,4,10,1994,6
0.3662795424461365,0.5129324793815613,1552,2003,4,10,2004,11
0.29453688859939575,0.6702191233634949,58,2003,5,10,2010,24
0.11535394936800003,0.5338919758796692,130,2003,5,10,2010,19
0.20165599882602692,0.60464716,158,2003,5,10,2010,24
0.017013207,0.5015729665756226,171,2003,5,10,2010,15
0.19099852442741394,0.6053231358528137,208,2003,5,10,2010,19
0.13484805822372437,0.5865392088890076,234,2003,5,10,2010,17
0.18863855302333832,0.6223940253257751,235,2003,5,10,2010,17
0.045415103,0.5149852633476257,237,2003,5,10,2010,17
0.007237076,0.4717469811439514,288,2003,5,10,2002,19
0.34225618839263916,0.4673883020877838,490,2003,5,10,1997,19
0.1487116664648056,0.425487757,567,2003,5,10,1997,19
0.28091585636138916,0.49282535910606384,703,2003,5,10,2002,5
-0.024381775,0.5103976130485535,727,2003,5,10,1997,3
0.17524196207523346,0.5341678261756897,824,2003,5,10,2002,10
0.23965638875961304,0.5976726412773132,825,2003,5,10,2002,8
0.28556039929389954,0.5882826447486877,930,2003,5,10,2015,14
0.20799003541469574,0.2099989503622055,693,2003,7,10,1988,5
0.19388604164123535,0.5335668325424194,928,2003,5,20,2015,13
0.10412775725126266,0.5406100749969482,1556,2003,5,20,2000,6
0.32807984948158264,0.7080116271972656,407,2003,4,30,1999,10
0.2123194932937622,0.6728545427322388,409,2003,4,30,1999,9
0.17810052633285522,0.30548757314682007,700,2003,4,30,1991,11
0.22693245112895966,0.3315472900867462,701,2003,4,30,1991,10
0.31454452872276306,0.4478592872619629,492,2003,5,30,1997,10
0.3696271777153015,0.3753567934036255,694,2003,5,30,1994,17
0.25421571731567383,0.3867843449115753,765,2003,5,30,2012,3
0.1301358938217163,0.5438589453697205,929,2003,5,30,2015,12
0.18028415739536285,0.5419027805328369,1593,2003,5,30,2000,7
0.3771955072879791,0.8037666082382202,5,2003,,10,1999,
0.065184429,0.5807889103889465,13,2003,,10,2010,
0.24557003378868103,0.691821277,22,2003,,10,2010,
0.3428046703338623,0.7085208892822266,23,2003,,10,2010,
0.3133631944656372,0.6716636419296265,25,2003,,10,2010,
0.2944592535495758,0.6734424829483032,26,2003,,10,2010,
0.22243450582027435,0.6683209538459778,28,2003,,10,2010,
0.28345924615859985,0.6907846927642822,29,2003,,10,2010,
0.3108254373073578,0.7176154851913452,38,2003,,10,2010,
0.3306492269039154,0.7116061449050903,61,2003,,10,2010,
0.23249487578868866,0.6793542504310608,63,2003,,10,2010,
0.32022789120674133,0.7122477293014526,64,2003,,10,2010,
0.2015727460384369,0.6143696904182434,74,2003,,10,2010,
0.3311752676963806,0.6830401420593262,75,2003,,10,2010,
0.29077181220054626,0.6921797394752502,76,2003,,10,2010,
0.2781997621059418,0.6618177890777588,77,2003,,10,2010,
0.2858935594558716,0.6827153563499451,78,2003,,10,2010,
0.20130324363708496,0.6382322311401367,239,2003,,10,2010,
0.22751714289188385,0.6337808966636658,240,2003,,10,2010,
-0.227399111,0.1424504816532135,245,2003,,10,2003,
-0.108999081,0.3194303512573242,250,2003,,10,2002,
-0.01963372,0.40481090545654297,253,2003,,10,2002,
-0.017284837,0.3407634496688843,261,2003,,10,2002,
-0.123322934,0.36447528,262,2003,,10,2002,
-0.057255078,0.36505863070487976,263,2003,,10,2002,
-0.046812277,0.4179912209510803,265,2003,,10,2002,
-1.08E-04,0.4604251980781555,266,2003,,10,2002,
0.065128841,0.46904346346855164,267,2003,,10,2002,
-0.097125202,0.43514859676361084,269,2003,,10,2002,
-0.019776046,0.3488687574863434,273,2003,,10,2002,
-0.030898128,0.408409446,274,2003,,10,2002,
-0.051936567,0.3845990002155304,281,2003,,10,2002,
-0.016130449,0.4581170380115509,284,2003,,10,2002,
-0.121588066,0.3930024802684784,285,2003,,10,2002,
0.053436734,0.5278288722038269,286,2003,,10,2002,
-0.096143201,0.40801241993904114,287,2003,,10,2002,
-0.045462895,0.37654298543930054,289,2003,,10,2002,
-0.122874781,0.41833174228668213,297,2003,,10,2002,
-0.044319902,0.4313827455043793,298,2003,,10,2002,
0.048136815428733826,0.4822717010974884,299,2003,,10,2002,
-0.065598287,0.43772050738334656,301,2003,,10,2002,
-0.016364219,0.35344696044921875,304,2003,,10,2002,
-0.052523136,0.3913285434246063,308,2003,,10,2002,
0.018014692,0.47577187418937683,310,2003,,10,2002,
-0.063766867,0.38834527134895325,311,2003,,10,2002,
-0.008404561,0.4607623219490051,325,2003,,10,2007,
-0.008404561,0.4607623219490051,326,2003,,10,2007,
-0.008404561,0.4607623219490051,328,2003,,10,2007,
0.073561169,0.5242749452590942,339,2003,,10,2007,
0.028635824099183083,0.48238876461982727,340,2003,,10,2007,
0.028635824099183083,0.48238876461982727,341,2003,,10,2007,
0.04800047,0.4855543076992035,342,2003,,10,2007,
0.10214909166097641,0.5343851447105408,344,2003,,10,2007,
0.11352427303791046,0.562515914,345,2003,,10,2007,
0.10214909166097641,0.5343851447105408,346,2003,,10,2007,
0.11558306217193604,0.5618515014648438,353,2003,,10,2007,
0.11558306217193604,0.5618515014648438,354,2003,,10,2007,
0.050321523,0.5248754620552063,355,2003,,10,2007,
0.18053528666496277,0.5976535677909851,356,2003,,10,2007,
0.1286116987466812,0.5733239650726318,357,2003,,10,2007,
0.1286116987466812,0.5733239650726318,358,2003,,10,2007,
0.11243102699518204,0.5641730427742004,359,2003,,10,2007,
0.009517076,0.47636833786964417,360,2003,,10,2007,
0.12064854800701141,0.545619547,362,2003,,10,2007,
0.18234559893608093,0.5923827886581421,363,2003,,10,2007,
0.18234559893608093,0.5923827886581421,364,2003,,10,2007,
0.14316760003566742,0.5633193850517273,365,2003,,10,2007,
0.073561169,0.5242749452590942,366,2003,,10,2007,
0.050321523,0.5248754620552063,367,2003,,10,2007,
0.12416179478168488,0.570580244,368,2003,,10,2007,
0.12416179478168488,0.570580244,369,2003,,10,2007,
0.046192340552806854,0.5095434784889221,370,2003,,10,2007,
0.009517076,0.47636833786964417,371,2003,,10,2007,
-0.003900172,0.46541646122932434,373,2003,,10,2007,
-0.003900172,0.46541646122932434,374,2003,,10,2007,
0.012683607637882233,0.47418949007987976,375,2003,,10,2007,
0.12204103916883469,0.554902971,376,2003,,10,2007,
0.13995914161205292,0.5739811658859253,377,2003,,10,2007,
0.050321523,0.5248754620552063,379,2003,,10,2007,
0.073250189,0.5283594727516174,382,2003,,10,2007,
0.058818512,0.5063672661781311,383,2003,,10,2007,
0.12343122810125351,0.5582815408706665,384,2003,,10,2007,
0.12343122810125351,0.5582815408706665,385,2003,,10,2007,
0.10717406868934631,0.5514921545982361,386,2003,,10,2007,
0.10717406868934631,0.5514921545982361,387,2003,,10,2007,
0.10717406868934631,0.5514921545982361,388,2003,,10,2007,
0.10717406868934631,0.5514921545982361,389,2003,,10,2007,
0.048620965,0.5128530859947205,390,2003,,10,2007,
0.3498707413673401,0.5393407940864563,398,2003,,10,2005,
0.21317416429519653,0.5266333222389221,402,2003,,10,1970,
0.4923849105834961,0.3093996047973633,404,2003,,10,1996,
0.4002613425254822,0.7661888599395752,412,2003,,10,1982,
0.11414302885532379,0.5190913081169128,415,2003,,10,2001,
0.14005498588085175,0.4877598285675049,418,2003,,10,1999,
0.18138404190540314,0.4084463119506836,419,2003,,10,1999,
0.12105374783277512,0.5406405329704285,420,2003,,10,2012,
0.2231716513633728,0.6316770911216736,421,2003,,10,1994,
0.36161646246910095,0.6326769590377808,422,2003,,10,2005,
0.4263412356376648,0.5786228179931641,423,2003,,10,2005,
0.42508479952812195,0.5820893049240112,424,2003,,10,2005,
0.42881929874420166,0.6097515821456909,425,2003,,10,2005,
0.45713844895362854,0.599226177,426,2003,,10,2005,
0.44077372550964355,0.6514801383018494,427,2003,,10,2005,
0.34801656007766724,0.5742810964584351,428,2003,,10,2005,
0.49995529651641846,0.6411614418029785,429,2003,,10,2005,
0.42932993173599243,0.5705662965774536,430,2003,,10,2005,
0.4266262948513031,0.5872999429702759,431,2003,,10,2005,
0.4311554431915283,0.6046416759490967,432,2003,,10,2005,
0.4233677387237549,0.6289469599723816,433,2003,,10,2005,
0.40148383378982544,0.6102588772773743,434,2003,,10,2005,
0.39926236867904663,0.591236949,435,2003,,10,2005,
0.35611069202423096,0.4633203148841858,436,2003,,10,2008,
0.39367976784706116,0.42881861329078674,437,2003,,10,2008,
0.46255141496658325,0.3114815652370453,438,2003,,10,2008,
0.48577645421028137,0.5076279044151306,439,2003,,10,2008,
0.38645297288894653,0.4627702832221985,440,2003,,10,2008,
0.4019169807434082,0.464485228,441,2003,,10,2008,
0.39038732647895813,0.4652913212776184,442,2003,,10,2008,
0.2674858570098877,0.6232940554618835,444,2003,,10,2005,
0.2679825723171234,0.6061879396438599,447,2003,,10,2005,
0.36147522926330566,0.6367375254631042,448,2003,,10,2005,
0.34636205434799194,0.5717599391937256,449,2003,,10,2005,
0.2848663330078125,0.5753648281097412,450,2003,,10,2005,
0.34733322262763977,0.6059972047805786,451,2003,,10,2005,
0.3543131351470947,0.6582950353622437,452,2003,,10,2005,
