Ref_ID,Year,esa_lc_2021,event_start,AGB_tons_ha,gfc_lossyear
578,2007,10,1997,37,
579,2007,10,1997,62,
583,2007,10,1997,51,
584,2007,10,1997,70,
585,2007,10,1997,29,
586,2007,10,1997,51,
588,2007,10,1997,57,
589,2007,10,1997,41,
590,2007,10,1997,39,
591,2007,10,1997,10,
595,2007,10,2001,42,
596,2007,10,2001,11,
597,2007,10,2001,47,
598,2007,10,2001,10,
601,2007,10,2001,27,
604,2007,10,2001,38,
605,2007,10,2001,7,
606,2007,10,2001,97,
609,2007,10,2001,61,
610,2007,10,2001,44,
615,2007,10,2001,33,
616,2007,10,2001,4,
619,2007,10,2001,102,
623,2007,10,2001,65,
624,2007,10,2001,,
625,2007,10,2001,,
627,2007,10,2001,54,
628,2007,10,2001,128,
630,2007,10,2001,,
632,2007,10,2001,23,
633,2007,10,2001,,
636,2007,10,2001,53,
637,2007,10,2001,74,
639,2007,10,2001,,
644,2007,10,2001,42,
649,2007,10,2001,,
678,2007,10,1978,93,
680,2007,10,1978,151,
691,2007,10,1994,41,
707,2007,10,2010,42,
709,2007,10,1987,,
711,2007,10,1997,286,
721,2007,10,1976,87,
722,2007,10,2006,,
724,2007,10,1998,191,
728,2007,10,2003,224,
729,2007,10,2003,362,
730,2007,10,2003,231,
731,2007,10,2003,73,
732,2007,10,2003,66,
733,2007,10,2003,248,
734,2007,10,2003,256,
736,2007,10,2003,128,
743,2007,10,2008,71,
745,2007,10,2008,294,
747,2007,10,1978,146,
749,2007,10,1978,84,
751,2007,10,2010,54,
752,2007,10,2010,49,
753,2007,10,2010,33,
756,2007,10,2010,36,
757,2007,10,2010,37,
759,2007,10,2010,35,
760,2007,10,2010,52,
762,2007,10,2012,25,
768,2007,10,2012,26,
769,2007,10,2012,39,
774,2007,10,2012,31,
781,2007,10,2012,55,
783,2007,10,2010,373,
785,2007,10,2010,287,
786,2007,10,2010,261,
787,2007,10,2010,443,
788,2007,10,2010,197,
789,2007,10,2010,246,
790,2007,10,2010,98,
792,2007,10,2010,247,
794,2007,10,2010,257,
795,2007,10,2010,257,
796,2007,10,2010,300,
799,2007,10,2010,312,
800,2007,10,2010,247,
802,2007,10,2010,303,
803,2007,10,2010,359,
804,2007,10,2010,299,
805,2007,10,2010,336,
810,2007,10,2010,356,
812,2007,10,2010,214,
813,2007,10,2010,314,
814,2007,10,2010,85,
815,2007,10,2010,320,
836,2007,10,2002,60,
837,2007,10,2002,5,
842,2007,10,2002,14,
843,2007,10,2002,33,
844,2007,10,2002,15,
845,2007,10,2002,55,
846,2007,10,2002,71,
847,2007,10,2002,41,
849,2007,10,2002,24,
856,2007,10,1997,243,
857,2007,10,2012,201,
860,2007,10,2005,14,
861,2007,10,2005,,
867,2007,10,2011,56,
875,2007,10,2011,51,
878,2007,10,2011,38,
879,2007,10,2011,38,
880,2007,10,2011,21,
881,2007,10,2011,21,
882,2007,10,2011,9,
883,2007,10,2011,17,
884,2007,10,2011,60,
886,2007,10,2011,2,
888,2007,10,2011,4,
889,2007,10,2011,43,
896,2007,10,2015,115,
897,2007,10,2015,27,
899,2007,10,2011,8,
900,2007,10,2011,2,
904,2007,10,2005,102,
909,2007,10,2005,92,
910,2007,10,2005,128,
912,2007,10,2005,147,
913,2007,10,2005,48,
916,2007,10,2005,140,
917,2007,10,2005,75,
918,2007,10,2005,121,
922,2007,10,2005,126,
932,2007,10,2015,29,
934,2007,10,2015,31,
935,2007,10,2015,49,
936,2007,10,2015,32,
940,2007,10,2018,,
944,2007,10,2012,39,
945,2007,10,1999,10,
947,2007,10,1999,,
960,2007,10,1999,,
962,2007,10,1999,,
963,2007,10,1999,10,
968,2007,10,2012,,
1095,2007,10,2011,1,
1098,2007,10,2011,77,
1100,2007,10,2012,,
1101,2007,10,2012,141,
1103,2007,10,2012,52,
1111,2007,10,2012,72,
1115,2007,10,2012,70,
1182,2007,10,1994,189,
1185,2007,10,2007,61,
1190,2007,10,2018,,
1191,2007,10,2018,3,
1196,2007,10,1984,332,
1197,2007,10,1992,2,
1198,2007,10,1990,88,
1199,2007,10,2004,,
1200,2007,10,1999,70,
1202,2007,10,1987,19,
1203,2007,10,1985,14,
1204,2007,10,1994,120,
1208,2007,10,2000,82,
1210,2007,10,1996,81,
1211,2007,10,2001,62,
1213,2007,10,2003,154,
1215,2007,10,1985,369,
1218,2007,10,1985,240,
1223,2007,10,1984,228,
1224,2007,10,1987,31,
1226,2007,10,1985,6,
1229,2007,10,1986,215,
1232,2007,10,1996,9,
1236,2007,10,1989,66,
1239,2007,10,1998,,
1242,2007,10,2004,42,
1243,2007,10,2004,38,
1245,2007,10,2002,77,
1247,2007,10,2002,86,
1248,2007,10,2002,45,
1249,2007,10,2002,48,
1250,2007,10,2002,96,
1251,2007,10,2002,92,
1252,2007,10,2002,64,
1253,2007,10,2002,46,
1254,2007,10,2002,51,
1255,2007,10,2002,208,
1260,2007,10,1982,195,
1261,2007,10,1978,186,
1263,2007,10,1997,236,
1264,2007,10,1998,228,
1265,2007,10,2005,358,
1267,2007,10,2005,373,
1268,2007,10,2005,356,
1269,2007,10,2005,245,
1270,2007,10,2005,390,
1271,2007,10,2005,275,
1272,2007,10,2005,369,
1273,2007,10,2005,274,
1274,2007,10,2005,274,
1275,2007,10,2005,345,
1276,2007,10,2005,353,
1282,2007,10,1991,137,
1285,2007,10,1995,44,
1286,2007,10,1995,,
1288,2007,10,1970,357,
1305,2007,10,1998,81,
1308,2007,10,1998,107,
1313,2007,10,1998,221,
1316,2007,10,1988,131,
1317,2007,10,2004,158,
1318,2007,10,2004,233,
1320,2007,10,1986,132,
1321,2007,10,1986,145,
1322,2007,10,1986,151,
1323,2007,10,2005,37,
1324,2007,10,2012,37,
1325,2007,10,1995,159,
1327,2007,10,1995,23,
1328,2007,10,2005,159,
1330,2007,10,2005,23,
1331,2007,10,2013,20,
1337,2007,10,1990,164,
1350,2007,10,2012,55,
1351,2007,10,2012,12,
1355,2007,10,2002,120,
1357,2007,10,2002,94,
1358,2007,10,2013,94,
1359,2007,10,1993,38,
1360,2007,10,1993,38,
1365,2007,10,2014,33,
1376,2007,10,2001,157,
1377,2007,10,2001,18,
1378,2007,10,2005,157,
1379,2007,10,2006,18,
1380,2007,10,2005,33,
1382,2007,10,2005,71,
1383,2007,10,2005,71,
1389,2007,10,1994,62,
1391,2007,10,1994,134,
1400,2007,10,2004,240,
1405,2007,10,1994,37,
1406,2007,10,1994,99,
1407,2007,10,1994,37,
1408,2007,10,1994,99,
1409,2007,10,1994,37,
1410,2007,10,1994,99,
1418,2007,10,1993,34,
1421,2007,10,1993,99,
1425,2007,10,1993,182,
1426,2007,10,1993,208,
1429,2007,10,2003,107,
1430,2007,10,2003,202,
1431,2007,10,2003,257,
1437,2007,10,1989,74,
1441,2007,10,1989,70,
1449,2007,10,1989,106,
1454,2007,10,1989,128,
1455,2007,10,1989,220,
1460,2007,10,1989,89,
1461,2007,10,1989,,
1473,2007,10,2012,45,
1475,2007,10,2000,188,
1478,2007,10,1994,32,
1484,2007,10,1994,75,
1485,2007,10,1994,27,
1489,2007,10,1994,107,
1490,2007,10,1994,7,
1492,2007,10,1994,39,
1493,2007,10,1994,11,
1501,2007,10,1994,,
1503,2007,10,1994,34,
1506,2007,10,1994,19,
1508,2007,10,1994,31,
1511,2007,10,1994,9,
1526,2007,10,1990,188,
1527,2007,10,1990,,
1528,2007,10,1990,139,
1529,2007,10,1990,184,
1530,2007,10,1990,193,
1531,2007,10,1990,82,
1537,2007,10,2004,227,
1538,2007,10,2004,134,
1540,2007,10,2004,97,
1544,2007,10,2004,113,
1546,2007,10,2004,170,
1547,2007,10,2004,117,
1548,2007,10,2004,105,
1555,2007,10,2000,58,
1558,2007,10,2000,59,
1559,2007,10,2005,73,
1563,2007,10,2004,223,
1580,2007,10,1992,59,
1595,2007,10,2003,43,
1598,2007,10,2007,50,
1599,2007,10,2007,32,
1600,2007,10,2017,46,
1606,2007,10,2015,38,
811,2007,10,2010,376,
1266,2007,10,2005,376,
1281,2007,10,2005,326,
39,2007,10,2010,19,
73,2007,10,2010,4,
79,2007,10,2010,77,
81,2007,10,2010,96,
82,2007,10,2010,109,
149,2007,10,2010,124,
264,2007,10,2002,5,
295,2007,10,2002,,
314,2007,10,2002,,
396,2007,10,2005,105,
400,2007,10,1975,153,
403,2007,10,1996,68,
406,2007,10,2005,51,
411,2007,10,1999,102,
414,2007,10,1978,106,
443,2007,10,2005,99,
445,2007,10,2005,78,
446,2007,10,2005,78,
453,2007,10,2005,99,
458,2007,10,1994,86,
467,2007,10,2005,134,
468,2007,10,2005,125,
481,2007,10,1997,41,
500,2007,10,1997,52,
509,2007,10,1997,54,
510,2007,10,1997,34,
512,2007,10,1997,74,
513,2007,10,1997,72,
514,2007,10,1997,96,
516,2007,10,1997,61,
518,2007,10,1997,63,
522,2007,10,1997,76,
548,2007,10,1997,2,
570,2007,10,1997,56,
572,2007,10,1997,7,
574,2007,10,1997,15,
575,2007,10,1997,7,
580,2007,10,1997,39,
652,2007,10,2010,92,
653,2007,10,2010,83,
662,2007,10,1988,70,
663,2007,10,1988,105,
665,2007,10,1988,25,
669,2007,10,1988,72,
672,2007,10,1988,88,
673,2007,10,1988,144,
677,2007,10,1978,162,
681,2007,10,1978,36,
683,2007,10,1978,233,
685,2007,10,2003,264,
686,2007,10,2003,170,
687,2007,10,2003,155,
692,2007,10,1999,34,
713,2007,10,1984,141,
718,2007,10,2005,36,
723,2007,10,1998,150,
725,2007,10,1998,208,
726,2007,10,2000,158,
755,2007,10,2010,48,
806,2007,10,2010,314,
807,2007,10,2010,463,
809,2007,10,2010,277,
818,2007,10,2002,44,
820,2007,10,2002,73,
822,2007,10,2002,56,
823,2007,10,2002,57,
828,2007,10,2002,53,
839,2007,10,2002,46,
850,2007,10,2002,69,
851,2007,10,2002,67,
895,2007,10,2015,271,
898,2007,10,2015,116,
901,2007,10,2005,113,
902,2007,10,2005,61,
903,2007,10,2005,25,
905,2007,10,2005,105,
906,2007,10,2005,100,
907,2007,10,2005,86,
908,2007,10,2005,125,
911,2007,10,2005,67,
914,2007,10,2005,137,
915,2007,10,2005,111,
919,2007,10,2005,92,
920,2007,10,2005,73,
921,2007,10,2005,59,
926,2007,10,2002,25,
937,2007,10,2015,77,
938,2007,10,2015,88,
943,2007,10,2002,68,
1094,2007,10,2011,144,
1194,2007,10,2018,244,
1205,2007,10,1992,118,
1207,2007,10,2001,66,
1216,2007,10,1999,115,
1217,2007,10,1999,40,
1221,2007,10,1986,42,
1227,2007,10,1985,38,
1246,2007,10,2002,50,
1258,2007,10,2000,197,
1259,2007,10,2005,152,
1262,2007,10,1997,327,
1304,2007,10,2011,43,
1312,2007,10,1998,180,
1314,2007,10,1998,202,
1315,2007,10,2012,241,
1332,2007,10,2004,272,
1333,2007,10,2004,128,
1334,2007,10,2004,186,
1335,2007,10,2004,236,
1336,2007,10,1990,198,
1339,2007,10,1990,107,
1340,2007,10,1990,128,
1342,2007,10,1990,163,
1344,2007,10,1990,107,
1345,2007,10,1990,128,
1347,2007,10,1990,163,
1354,2007,10,2005,11,
1367,2007,10,2004,395,
1369,2007,10,2004,339,
1370,2007,10,2004,149,
1373,2007,10,2005,51,
1375,2007,10,2003,254,
1385,2007,10,2000,196,
1392,2007,10,1994,55,
1394,2007,10,1990,132,
1401,2007,10,2004,58,
1402,2007,10,2004,230,
1404,2007,10,1989,184,
1414,2007,10,2003,98,
1415,2007,10,2003,260,
1420,2007,10,1993,123,
1422,2007,10,1993,287,
1423,2007,10,1993,203,
1424,2007,10,1993,267,
1427,2007,10,1993,208,
1432,2007,10,2003,258,
1433,2007,10,1989,72,
1434,2007,10,1989,210,
1439,2007,10,1989,38,
1446,2007,10,1989,60,
1453,2007,10,1989,,
1457,2007,10,1989,201,
1459,2007,10,1989,213,
1468,2007,10,2002,25,
1472,2007,10,2002,25,
1476,2007,10,1994,42,
1477,2007,10,1994,42,
1482,2007,10,1994,75,
1491,2007,10,1994,11,
1496,2007,10,1994,97,
1510,2007,10,1994,50,
1512,2007,10,1994,26,
1514,2007,10,1994,20,
1522,2007,10,1977,175,
1523,2007,10,2017,38,
1524,2007,10,2017,46,
1525,2007,10,2017,94,
1532,2007,10,2004,165,
1534,2007,10,2004,120,
1535,2007,10,2004,135,
1536,2007,10,2004,192,
1539,2007,10,2004,50,
1561,2007,10,2004,236,
1565,2007,10,1983,139,
1566,2007,10,1983,136,
1567,2007,10,1983,77,
1568,2007,10,1983,196,
1570,2007,10,1983,139,
1571,2007,10,1983,136,
1572,2007,10,1983,77,
1573,2007,10,1983,196,
1576,2007,10,1992,152,
1577,2007,10,1992,89,
1578,2007,10,1992,79,
1579,2007,10,1992,129,
1581,2007,10,1992,137,
1582,2007,10,1992,94,
1583,2007,10,1992,120,
1584,2007,10,1992,152,
1586,2007,10,1992,237,
1589,2007,10,2003,123,
1591,2007,10,2003,160,
1592,2007,10,2003,265,
9,2007,10,2010,20,
11,2007,10,2010,197,
12,2007,10,2010,168,
14,2007,10,2010,163,
15,2007,10,2010,145,
16,2007,10,2010,212,
17,2007,10,2010,134,
19,2007,10,2010,66,
20,2007,10,2010,14,
27,2007,10,2010,240,
30,2007,10,2010,61,
35,2007,10,2010,136,
40,2007,10,2010,29,
42,2007,10,2010,78,
50,2007,10,2010,112,
51,2007,10,2010,28,
54,2007,10,2010,104,
66,2007,10,2010,323,
67,2007,10,2010,81,
69,2007,10,2010,199,
70,2007,10,2010,123,
71,2007,10,2010,56,
72,2007,10,2010,64,
80,2007,10,2010,83,
95,2007,10,2010,19,
96,2007,10,2010,91,
99,2007,10,2010,139,
101,2007,10,2010,113,
102,2007,10,2010,94,
103,2007,10,2010,81,
104,2007,10,2010,31,
105,2007,10,2010,64,
106,2007,10,2010,11,
107,2007,10,2010,50,
109,2007,10,2010,51,
111,2007,10,2010,60,
112,2007,10,2010,93,
113,2007,10,2010,95,
117,2007,10,2010,44,
118,2007,10,2010,11,
122,2007,10,2010,90,
123,2007,10,2010,51,
125,2007,10,2010,28,
126,2007,10,2010,15,
127,2007,10,2010,75,
128,2007,10,2010,18,
129,2007,10,2010,15,
131,2007,10,2010,42,
132,2007,10,2010,56,
133,2007,10,2010,6,
134,2007,10,2010,43,
135,2007,10,2010,48,
139,2007,10,2010,101,
140,2007,10,2010,14,
141,2007,10,2010,13,
144,2007,10,2010,14,
145,2007,10,2010,9,
147,2007,10,2010,46,
148,2007,10,2010,127,
155,2007,10,2010,33,
157,2007,10,2010,53,
159,2007,10,2010,10,
160,2007,10,2010,14,
162,2007,10,2010,35,
163,2007,10,2010,26,
164,2007,10,2010,11,
166,2007,10,2010,13,
169,2007,10,2010,25,
174,2007,10,2010,16,
175,2007,10,2010,29,
176,2007,10,2010,30,
182,2007,10,2010,2,
183,2007,10,2010,11,
184,2007,10,2010,6,
185,2007,10,2010,20,
187,2007,10,2010,4,
188,2007,10,2010,30,
190,2007,10,2010,35,
192,2007,10,2010,14,
193,2007,10,2010,6,
194,2007,10,2010,17,
195,2007,10,2010,5,
196,2007,10,2010,8,
205,2007,10,2010,27,
211,2007,10,2010,1,
214,2007,10,2010,56,
217,2007,10,2010,40,
218,2007,10,2010,123,
219,2007,10,2010,38,
221,2007,10,2010,49,
222,2007,10,2010,22,
226,2007,10,2010,27,
228,2007,10,2010,15,
230,2007,10,2010,1,
233,2007,10,2010,113,
238,2007,10,2010,50,
244,2007,10,2010,26,
248,2007,10,2010,87,
259,2007,10,2002,40,
271,2007,10,2002,33,
277,2007,10,2002,31,
296,2007,10,2002,62,
309,2007,10,2002,36,
313,2007,10,2002,36,
322,2007,10,2007,38,
405,2007,10,1996,119,
469,2007,10,2005,53,
483,2007,10,1997,,
484,2007,10,1997,139,
485,2007,10,1997,82,
486,2007,10,1997,,
488,2007,10,1997,25,
495,2007,10,1997,151,
502,2007,10,1997,79,
503,2007,10,1997,105,
505,2007,10,1997,98,
507,2007,10,1997,12,
508,2007,10,1997,10,
517,2007,10,1997,52,
520,2007,10,1997,60,
528,2007,10,1997,46,
538,2007,10,1997,65,
541,2007,10,1997,111,
549,2007,10,1997,106,
551,2007,10,1997,173,
563,2007,10,1997,41,
564,2007,10,1997,97,
568,2007,10,1997,166,
569,2007,10,1997,30,
571,2007,10,1997,74,
581,2007,10,1997,63,
582,2007,10,1997,115,
587,2007,10,1997,92,
656,2007,10,2010,84,
658,2007,10,2010,314,
659,2007,10,2010,36,
660,2007,10,2010,170,
661,2007,10,2010,23,
702,2007,10,1991,,
719,2007,10,2005,28,
770,2007,10,2012,18,
771,2007,10,2012,30,
817,2007,10,2002,72,
821,2007,10,2002,77,
826,2007,10,2002,57,
827,2007,10,2002,77,
829,2007,10,2002,26,
830,2007,10,2002,54,
831,2007,10,2002,70,
832,2007,10,2002,13,
833,2007,10,2002,17,
834,2007,10,2002,69,
835,2007,10,2002,79,
838,2007,10,2002,37,
840,2007,10,2002,68,
841,2007,10,2002,63,
852,2007,10,2002,52,
853,2007,10,2002,55,
854,2007,10,2002,80,
855,2007,10,2002,72,
858,2007,10,2012,157,
1097,2007,10,2011,73,
1112,2007,10,2012,144,
1116,2007,10,2012,155,
1118,2007,10,2014,90,
1120,2007,10,2014,120,
1123,2007,10,2014,136,
1124,2007,10,2014,238,
1125,2007,10,2014,172,
1126,2007,10,2014,242,
1134,2007,10,2014,247,
1136,2007,10,2014,220,
1137,2007,10,2014,77,
1138,2007,10,2014,181,
1143,2007,10,2014,126,
1145,2007,10,2014,98,
1146,2007,10,2014,206,
1147,2007,10,2014,160,
1152,2007,10,2014,226,
1154,2007,10,2014,111,
1155,2007,10,2014,138,
1156,2007,10,2014,88,
1159,2007,10,2014,192,
1164,2007,10,2014,261,
1167,2007,10,2014,138,
1169,2007,10,2014,176,
1172,2007,10,2014,231,
1173,2007,10,2014,194,
1174,2007,10,2014,137,
1175,2007,10,2014,233,
1183,2007,10,2003,139,
1184,2007,10,2000,107,
1230,2007,10,1985,2,
1238,2007,10,1998,8,
1240,2007,10,1998,15,
1300,2007,10,1978,78,
1301,2007,10,2006,9,
1326,2007,10,1995,62,
1329,2007,10,2005,62,
1348,2007,10,2012,31,
1353,2007,10,2000,77,
1381,2007,10,2005,28,
1474,2007,10,2012,49,
1488,2007,10,1994,19,
1541,2007,10,2004,127,
1549,2007,10,2004,220,
397,2007,10,2005,70,
466,2007,10,2005,96,
493,2007,10,1997,94,
497,2007,10,1997,111,
521,2007,10,1997,100,
555,2007,10,1997,109,
600,2007,10,2001,52,
690,2007,10,1987,50,
695,2007,10,1991,110,
696,2007,10,1987,15,
697,2007,10,1990,,
698,2007,10,1990,53,
699,2007,10,1991,,
763,2007,10,2012,46,
1099,2007,10,2011,149,
1102,2007,10,2012,94,
1228,2007,10,1986,310,
1361,2007,10,2004,104,
1403,2007,10,2004,166,
1419,2007,10,1993,176,
1533,2007,10,2004,195,
1542,2007,10,2004,164,
1551,2007,10,2004,139,
1560,2007,10,2004,113,
1596,2007,10,2003,87,
1,2007,20,1989,,
2,2007,20,1970,3,
7,2007,20,2000,10,
303,2007,20,2002,31,
306,2007,20,2002,,
307,2007,20,2002,5,
316,2007,20,2007,53,
319,2007,20,2007,53,
327,2007,20,2007,29,
329,2007,20,2007,57,
330,2007,20,2007,57,
331,2007,20,2007,53,
332,2007,20,2007,37,
333,2007,20,2007,37,
334,2007,20,2007,37,
335,2007,20,2007,14,
338,2007,20,2007,29,
343,2007,20,2007,53,
347,2007,20,2007,59,
348,2007,20,2007,59,
349,2007,20,2007,29,
350,2007,20,2007,59,
351,2007,20,2007,59,
361,2007,20,2007,59,
372,2007,20,2007,34,
378,2007,20,2007,24,
380,2007,20,2007,24,
381,2007,20,2007,24,
391,2007,20,2007,29,
392,2007,20,2007,24,
393,2007,20,2007,29,
394,2007,20,2007,29,
395,2007,20,2007,29,
413,2007,20,1986,1,
472,2007,20,1987,13,
473,2007,20,1986,2,
474,2007,20,1986,13,
475,2007,20,1986,7,
675,2007,20,1990,,
705,2007,20,2002,1,
776,2007,20,2012,,
780,2007,20,2012,13,
848,2007,20,2002,67,
894,2007,20,2008,15,
925,2007,20,2002,14,
942,2007,20,2018,34,
954,2007,20,2009,,
978,2007,20,2016,3,
982,2007,20,2016,4,
1016,2007,20,2016,,
1018,2007,20,2016,,
1046,2007,20,2016,3,
1049,2007,20,2016,11,
1052,2007,20,2016,5,
1056,2007,20,2016,1,
1059,2007,20,2016,,
1077,2007,20,2016,19,
1078,2007,20,2016,1,
1091,2007,20,2016,18,
1096,2007,20,2011,1,
1187,2007,20,2018,1,
1188,2007,20,2018,,
1189,2007,20,2018,,
1192,2007,20,2018,,
1193,2007,20,2018,,
1241,2007,20,2005,,
1244,2007,20,2004,1,
1283,2007,20,1983,8,
1356,2007,20,2002,67,
1362,2007,20,2014,11,
1363,2007,20,2014,,
1364,2007,20,2014,2,
1388,2007,20,1994,76,
1447,2007,20,1989,147,
1467,2007,20,2002,14,
1471,2007,20,2002,14,
1481,2007,20,1994,25,
1483,2007,20,1994,40,
1494,2007,20,1994,7,
1505,2007,20,1994,14,
1507,2007,20,1994,17,
1509,2007,20,1994,26,
1521,2007,20,1994,28,
1553,2007,20,2000,26,
1590,2007,20,2003,104,
1613,2007,20,2016,51,
146,2007,20,2010,3,
819,2007,20,2002,69,
1603,2007,20,2005,8,
142,2007,20,2010,4,
224,2007,20,2010,12,
229,2007,20,2010,3,
317,2007,20,2007,38,
318,2007,20,2007,38,
320,2007,20,2007,38,
321,2007,20,2007,38,
651,2007,20,2010,1,
706,2007,20,2002,3,
714,2007,20,2002,2,
1186,2007,20,2018,1,
1487,2007,20,1994,26,
1554,2007,20,2000,79,
3,2007,30,1991,,
6,2007,30,1999,,
256,2007,30,2002,7,
260,2007,30,2002,,
270,2007,30,2002,,
272,2007,30,2002,3,
275,2007,30,2002,,
276,2007,30,2002,,
280,2007,30,2002,,
282,2007,30,2002,,
290,2007,30,2002,,
291,2007,30,2002,,
