Ref_ID,Year,esa_lc_2021,event_start,AGB_tons_ha,gfc_lossyear
862,2015,30,2005,,
863,2015,30,2005,,
877,2015,30,2011,16,
950,2015,30,1999,,
959,2015,30,1999,,
969,2015,30,2016,5,
970,2015,30,2016,,
979,2015,30,2016,3,
980,2015,30,2016,5,
983,2015,30,2016,6,
984,2015,30,2016,8,
987,2015,30,2016,9,
988,2015,30,2016,7,
989,2015,30,2016,9,
990,2015,30,2016,14,
991,2015,30,2016,13,
992,2015,30,2016,3,
999,2015,30,2016,6,
1000,2015,30,2016,6,
1001,2015,30,2016,4,
1002,2015,30,2016,,
1003,2015,30,2016,,
1004,2015,30,2016,,
1005,2015,30,2016,,
1006,2015,30,2016,,
1007,2015,30,2016,,
1008,2015,30,2016,,
1009,2015,30,2016,,
1010,2015,30,2016,,
1011,2015,30,2016,,
1012,2015,30,2016,,
1013,2015,30,2016,,
1014,2015,30,2016,,
1015,2015,30,2016,,
1017,2015,30,2016,3,
1019,2015,30,2016,,
1020,2015,30,2016,,
1021,2015,30,2016,,
1022,2015,30,2016,9,
1023,2015,30,2016,6,
1024,2015,30,2016,10,
1025,2015,30,2016,6,
1026,2015,30,2016,3,
1027,2015,30,2016,5,
1029,2015,30,2016,,
1030,2015,30,2016,,
1031,2015,30,2016,,
1032,2015,30,2016,,
1033,2015,30,2016,,
1034,2015,30,2016,,
1035,2015,30,2016,,
1036,2015,30,2016,4,
1037,2015,30,2016,6,
1038,2015,30,2016,7,
1040,2015,30,2016,8,
1041,2015,30,2016,7,
1042,2015,30,2016,7,
1043,2015,30,2016,3,
1044,2015,30,2016,7,
1045,2015,30,2016,5,
1047,2015,30,2016,4,
1048,2015,30,2016,8,
1051,2015,30,2016,7,
1053,2015,30,2016,6,
1054,2015,30,2016,,
1055,2015,30,2016,5,
1057,2015,30,2016,4,
1058,2015,30,2016,6,
1060,2015,30,2016,,
1062,2015,30,2016,,
1063,2015,30,2016,,
1064,2015,30,2016,2,
1065,2015,30,2016,2,
1066,2015,30,2016,,
1067,2015,30,2016,,
1068,2015,30,2016,,
1069,2015,30,2016,,
1070,2015,30,2016,,
1071,2015,30,2016,,
1073,2015,30,2016,,
1074,2015,30,2016,,
1075,2015,30,2016,,
1076,2015,30,2016,,
1079,2015,30,2016,9,
1080,2015,30,2016,,
1081,2015,30,2016,,
1082,2015,30,2016,,
1083,2015,30,2016,,
1084,2015,30,2016,,
1104,2015,30,2012,25,
1105,2015,30,2012,17,
1109,2015,30,2012,42,
1237,2015,30,2000,,
1289,2015,30,1982,,
1290,2015,30,1982,,
1291,2015,30,1982,,
1297,2015,30,1982,,
1299,2015,30,1982,,
1303,2015,30,2000,38,
1366,2015,30,2004,,
1386,2015,30,1994,29,
1411,2015,30,2003,,
1436,2015,30,1989,,
1442,2015,30,1989,,
1456,2015,30,1989,63,
1463,2015,30,1989,18,
1498,2015,30,1994,20,
1499,2015,30,1994,,
1504,2015,30,1994,,
1516,2015,30,1994,,
1520,2015,30,1994,,
1545,2015,30,2004,74,
1607,2015,30,2020,3,
1609,2015,30,2020,,
1610,2015,30,2012,,
1611,2015,30,2012,,
576,2015,30,1997,15,
664,2015,30,1988,19,
666,2015,30,1988,6,
667,2015,30,1988,46,
670,2015,30,1988,13,
708,2015,30,1987,3,
710,2015,30,1987,9,
941,2015,30,2018,6,
1235,2015,30,1989,,
1397,2015,30,1990,73,
1413,2015,30,2003,,
1435,2015,30,1989,43,
1513,2015,30,1994,,
1518,2015,30,1994,16,
1519,2015,30,1994,1,
47,2015,30,2010,34,
181,2015,30,2010,4,
200,2015,30,2010,17,
207,2015,30,2010,23,
315,2015,30,1976,6,
416,2015,30,1999,13,
470,2015,30,2005,23,
506,2015,30,1997,,
515,2015,30,1997,22,
523,2015,30,1997,89,
778,2015,30,2012,,
808,2015,30,2010,,
923,2015,30,2002,9,
1106,2015,30,2012,43,
1107,2015,30,2012,26,
1108,2015,30,2012,,
1110,2015,30,2012,67,
1113,2015,30,2012,41,
1114,2015,30,2012,97,
1117,2015,30,2012,,
1302,2015,30,2006,,
1465,2015,30,2002,9,
1469,2015,30,2002,9,
773,2015,30,2012,,
4,2015,60,1982,17,
715,2015,60,2013,,
399,2015,80,2005,,
417,2015,80,1999,,
612,2015,80,2001,,
622,2015,80,2001,9,
712,2015,80,2007,,
1225,2015,80,1980,9,
1231,2015,80,1996,8,
1412,2015,80,2003,,
499,2015,10,1997,6,4
668,2015,10,1988,120,4
1220,2015,10,1986,151,4
1319,2015,10,2004,117,4
1562,2015,10,2004,100,4
524,2015,10,1997,31,4
767,2015,10,2012,25,4
501,2015,30,1997,11,4
525,2015,30,1997,1,4
1495,2015,30,1994,,4
927,2015,10,2015,54,16
931,2015,10,2015,11,16
31,2015,10,2010,20,16
41,2015,10,2010,26,16
43,2015,10,2010,197,16
44,2015,10,2010,60,16
45,2015,10,2010,76,16
46,2015,10,2010,65,16
48,2015,10,2010,122,16
49,2015,10,2010,191,16
52,2015,10,2010,74,16
53,2015,10,2010,148,16
55,2015,10,2010,49,16
56,2015,10,2010,103,16
57,2015,10,2010,111,16
100,2015,10,2010,71,16
150,2015,10,2010,88,16
151,2015,10,2010,119,16
152,2015,10,2010,61,16
153,2015,10,2010,99,16
154,2015,10,2010,120,16
177,2015,10,2010,8,16
179,2015,10,2010,18,16
180,2015,10,2010,18,16
191,2015,10,2010,27,16
198,2015,10,2010,16,16
231,2015,10,2010,12,16
232,2015,10,2010,1,16
241,2015,10,2010,121,16
242,2015,10,2010,133,16
243,2015,10,2010,79,16
1148,2015,10,2014,258,16
1158,2015,10,2014,170,16
1178,2015,10,2014,234,16
18,2015,10,2010,154,18
21,2015,10,2010,56,18
24,2015,10,2010,146,18
65,2015,10,2010,124,18
68,2015,10,2010,234,18
156,2015,10,2010,37,18
209,2015,10,2010,32,18
210,2015,10,2010,67,18
212,2015,10,2010,70,18
213,2015,10,2010,19,18
650,2015,10,2010,41,18
537,2015,30,1997,43,18
1338,2015,10,1990,161,20
1343,2015,10,1990,161,20
83,2015,10,2010,101,20
108,2015,10,2010,37,20
110,2015,10,2010,26,20
206,2015,10,2010,42,20
247,2015,10,2001,125,20
251,2015,10,2002,11,20
278,2015,10,2002,43,20
293,2015,10,2002,11,20
1368,2015,10,2004,212,21
1398,2015,10,1990,109,21
114,2015,10,2010,66,21
115,2015,10,2010,87,21
116,2015,10,2010,41,21
119,2015,10,2010,10,21
120,2015,10,2010,29,21
121,2015,10,2010,110,21
124,2015,10,2010,32,21
161,2015,10,2010,15,21
559,2015,10,1997,83,21
766,2015,10,2012,58,21
779,2015,10,2012,28,21
1141,2015,10,2014,268,21
1149,2015,10,2014,65,21
1151,2015,10,2014,52,21
1163,2015,10,2014,226,21
1170,2015,10,2014,163,21
1177,2015,10,2014,238,21
1180,2015,10,2014,157,21
1181,2015,10,2014,276,21
491,2015,10,1997,43,22
1341,2015,10,1990,272,22
1346,2015,10,1990,272,22
32,2015,10,2010,106,22
33,2015,10,2010,110,22
34,2015,10,2010,73,22
36,2015,10,2010,127,22
37,2015,10,2010,86,22
143,2015,10,2010,35,22
165,2015,10,2010,22,22
168,2015,10,2010,24,22
170,2015,10,2010,22,22
172,2015,10,2010,24,22
173,2015,10,2010,18,22
197,2015,10,2010,5,22
215,2015,10,2010,32,22
216,2015,10,2010,35,22
220,2015,10,2010,10,22
223,2015,10,2010,93,22
225,2015,10,2010,28,22
227,2015,10,2010,35,22
654,2015,10,2010,12,22
655,2015,10,2010,79,22
784,2015,10,2010,127,22
1119,2015,10,2014,122,22
1122,2015,10,2014,273,22
1127,2015,10,2014,103,22
1128,2015,10,2014,242,22
1129,2015,10,2014,239,22
1133,2015,10,2014,268,22
1139,2015,10,2014,221,22
1140,2015,10,2014,159,22
1142,2015,10,2014,85,22
1157,2015,10,2014,47,22
1160,2015,10,2014,226,22
1165,2015,10,2014,182,22
1168,2015,10,2014,263,22
1171,2015,10,2014,246,22
1176,2015,10,2014,256,22
1179,2015,10,2014,274,22
1569,2015,30,1983,171,22
1574,2015,30,1983,171,22
10,2015,10,2010,95,23
186,2015,10,2010,30,23
1121,2015,10,2014,178,23
1130,2015,10,2014,226,23
1131,2015,10,2014,154,23
1132,2015,10,2014,246,23
1135,2015,10,2014,246,23
1144,2015,10,2014,220,23
1150,2015,10,2014,244,23
1153,2015,10,2014,229,23
1161,2015,10,2014,238,23
1162,2015,10,2014,248,23
1166,2015,10,2014,228,23
640,2015,10,2001,74,25
748,2015,10,1978,219,25
750,2015,10,1978,203,25
456,2015,10,1994,100,25
688,2015,10,2003,177,25
199,2015,10,2010,26,25
201,2015,10,2010,15,25
202,2015,10,2010,16,25
203,2015,10,2010,18,25
204,2015,10,2010,119,25
236,2015,10,2010,39,25
924,2015,10,2002,58,25
1466,2015,10,2002,58,25
1470,2015,10,2002,58,25
59,2016,10,2010,94,24
60,2016,10,2010,113,24
801,2016,10,2010,402,12
62,2016,10,2010,23,17
246,2016,10,2006,99,6
408,2016,10,1999,5,10
410,2016,10,1999,33,8
1219,2016,10,1978,153,5
1384,2016,10,2003,65,10
1393,2016,10,1990,7,12
1395,2016,10,1990,55,12
1479,2016,10,1994,44,6
1480,2016,10,1994,31,6
1552,2016,10,2004,99,11
58,2016,10,2010,142,24
130,2016,10,2010,117,19
158,2016,10,2010,72,24
171,2016,10,2010,18,15
208,2016,10,2010,39,19
234,2016,10,2010,33,17
235,2016,10,2010,78,17
237,2016,10,2010,4,17
288,2016,10,2002,26,19
490,2016,10,1997,42,19
567,2016,10,1997,62,19
703,2016,10,2002,56,5
727,2016,10,1997,63,3
824,2016,10,2002,56,10
825,2016,10,2002,61,8
930,2016,10,2015,,14
693,2016,10,1988,,5
928,2016,20,2015,,13
1556,2016,20,2000,9,6
407,2016,30,1999,18,10
409,2016,30,1999,,9
700,2016,30,1991,,11
701,2016,30,1991,,10
492,2016,30,1997,12,10
694,2016,30,1994,50,17
765,2016,30,2012,36,3
929,2016,30,2015,,12
1593,2016,30,2000,,7
5,2016,10,1999,247,
13,2016,10,2010,85,
22,2016,10,2010,123,
23,2016,10,2010,214,
25,2016,10,2010,126,
26,2016,10,2010,217,
28,2016,10,2010,240,
29,2016,10,2010,142,
38,2016,10,2010,201,
61,2016,10,2010,143,
63,2016,10,2010,43,
64,2016,10,2010,181,
74,2016,10,2010,51,
75,2016,10,2010,52,
76,2016,10,2010,95,
77,2016,10,2010,52,
78,2016,10,2010,48,
239,2016,10,2010,89,
240,2016,10,2010,158,
245,2016,10,2003,,
250,2016,10,2002,,
253,2016,10,2002,3,
261,2016,10,2002,30,
262,2016,10,2002,23,
263,2016,10,2002,17,
265,2016,10,2002,4,
266,2016,10,2002,28,
267,2016,10,2002,7,
269,2016,10,2002,10,
273,2016,10,2002,4,
274,2016,10,2002,72,
281,2016,10,2002,10,
284,2016,10,2002,,
285,2016,10,2002,9,
286,2016,10,2002,52,
287,2016,10,2002,2,
289,2016,10,2002,18,
297,2016,10,2002,74,
298,2016,10,2002,8,
299,2016,10,2002,,
301,2016,10,2002,,
304,2016,10,2002,,
308,2016,10,2002,7,
310,2016,10,2002,16,
311,2016,10,2002,5,
325,2016,10,2007,32,
326,2016,10,2007,35,
328,2016,10,2007,35,
339,2016,10,2007,24,
340,2016,10,2007,24,
341,2016,10,2007,24,
342,2016,10,2007,29,
344,2016,10,2007,29,
345,2016,10,2007,24,
346,2016,10,2007,24,
353,2016,10,2007,19,
354,2016,10,2007,19,
355,2016,10,2007,30,
356,2016,10,2007,19,
357,2016,10,2007,19,
358,2016,10,2007,19,
359,2016,10,2007,19,
360,2016,10,2007,26,
362,2016,10,2007,22,
363,2016,10,2007,22,
364,2016,10,2007,22,
365,2016,10,2007,24,
366,2016,10,2007,24,
367,2016,10,2007,30,
368,2016,10,2007,24,
369,2016,10,2007,24,
370,2016,10,2007,17,
371,2016,10,2007,26,
373,2016,10,2007,17,
374,2016,10,2007,17,
375,2016,10,2007,17,
376,2016,10,2007,19,
377,2016,10,2007,19,
379,2016,10,2007,30,
382,2016,10,2007,48,
383,2016,10,2007,21,
384,2016,10,2007,34,
385,2016,10,2007,34,
386,2016,10,2007,21,
387,2016,10,2007,21,
388,2016,10,2007,21,
389,2016,10,2007,21,
390,2016,10,2007,21,
398,2016,10,2005,37,
402,2016,10,1970,87,
404,2016,10,1996,20,
412,2016,10,1982,379,
415,2016,10,2001,40,
418,2016,10,1999,36,
419,2016,10,1999,26,
420,2016,10,2012,199,
421,2016,10,1994,150,
422,2016,10,2005,161,
423,2016,10,2005,133,
424,2016,10,2005,146,
425,2016,10,2005,146,
426,2016,10,2005,169,
427,2016,10,2005,225,
428,2016,10,2005,153,
429,2016,10,2005,140,
430,2016,10,2005,154,
431,2016,10,2005,150,
432,2016,10,2005,152,
433,2016,10,2005,149,
434,2016,10,2005,149,
435,2016,10,2005,133,
436,2016,10,2008,70,
437,2016,10,2008,65,
438,2016,10,2008,21,
439,2016,10,2008,86,
440,2016,10,2008,69,
441,2016,10,2008,62,
442,2016,10,2008,69,
444,2016,10,2005,146,
447,2016,10,2005,171,
448,2016,10,2005,166,
449,2016,10,2005,95,
450,2016,10,2005,113,
451,2016,10,2005,131,
452,2016,10,2005,158,
454,2016,10,2005,119,
455,2016,10,1994,104,
457,2016,10,1994,103,
459,2016,10,1994,122,
460,2016,10,1994,123,
461,2016,10,1994,91,
462,2016,10,1994,126,
463,2016,10,1994,95,
464,2016,10,2005,150,
471,2016,10,1988,235,
477,2016,10,2010,26,
479,2016,10,1997,15,
480,2016,10,1997,76,
482,2016,10,1997,9,
487,2016,10,1997,10,
489,2016,10,1997,15,
494,2016,10,1997,96,
496,2016,10,1997,40,
498,2016,10,1997,20,
504,2016,10,1997,21,
511,2016,10,1997,50,
519,2016,10,1997,15,
526,2016,10,1997,44,
529,2016,10,1997,65,
530,2016,10,1997,7,
531,2016,10,1997,70,
532,2016,10,1997,80,
533,2016,10,1997,10,
534,2016,10,1997,94,
535,2016,10,1997,71,
536,2016,10,1997,23,
539,2016,10,1997,18,
540,2016,10,1997,140,
542,2016,10,1997,36,
543,2016,10,1997,110,
544,2016,10,1997,83,
545,2016,10,1997,112,
546,2016,10,1997,142,
547,2016,10,1997,73,
550,2016,10,1997,109,
552,2016,10,1997,177,
553,2016,10,1997,11,
554,2016,10,1997,11,
557,2016,10,1997,8,
558,2016,10,1997,8,
560,2016,10,1997,13,
561,2016,10,1997,52,
562,2016,10,1997,46,
565,2016,10,1997,22,
573,2016,10,1997,53,
577,2016,10,1997,24,
578,2016,10,1997,41,
579,2016,10,1997,83,
583,2016,10,1997,73,
584,2016,10,1997,71,
585,2016,10,1997,47,
586,2016,10,1997,66,
588,2016,10,1997,99,
589,2016,10,1997,25,
590,2016,10,1997,28,
591,2016,10,1997,17,
595,2016,10,2001,52,
596,2016,10,2001,15,
597,2016,10,2001,65,
598,2016,10,2001,22,
601,2016,10,2001,23,
604,2016,10,2001,44,
605,2016,10,2001,,
606,2016,10,2001,72,
609,2016,10,2001,121,
610,2016,10,2001,82,
615,2016,10,2001,38,
616,2016,10,2001,11,
619,2016,10,2001,93,
623,2016,10,2001,116,
624,2016,10,2001,,
625,2016,10,2001,,
627,2016,10,2001,75,
628,2016,10,2001,94,
630,2016,10,2001,,
632,2016,10,2001,34,
633,2016,10,2001,,
636,2016,10,2001,48,
637,2016,10,2001,65,
639,2016,10,2001,,
644,2016,10,2001,26,
649,2016,10,2001,,
678,2016,10,1978,76,
680,2016,10,1978,116,
691,2016,10,1994,41,
707,2016,10,2010,28,
709,2016,10,1987,,
711,2016,10,1997,218,
721,2016,10,1976,56,
722,2016,10,2006,,
724,2016,10,1998,74,
728,2016,10,2003,306,
729,2016,10,2003,346,
730,2016,10,2003,300,
731,2016,10,2003,280,
732,2016,10,2003,96,
733,2016,10,2003,294,
734,2016,10,2003,265,
736,2016,10,2003,166,
743,2016,10,2008,63,
745,2016,10,2008,310,
747,2016,10,1978,146,
749,2016,10,1978,98,
751,2016,10,2010,27,
752,2016,10,2010,44,
753,2016,10,2010,31,
756,2016,10,2010,57,
757,2016,10,2010,53,
759,2016,10,2010,17,
760,2016,10,2010,29,
762,2016,10,2012,19,
768,2016,10,2012,26,
769,2016,10,2012,25,
774,2016,10,2012,23,
781,2016,10,2012,34,
783,2016,10,2010,281,
785,2016,10,2010,329,
786,2016,10,2010,349,
787,2016,10,2010,330,
788,2016,10,2010,300,
789,2016,10,2010,176,
790,2016,10,2010,204,
792,2016,10,2010,264,
794,2016,10,2010,225,
795,2016,10,2010,225,
796,2016,10,2010,285,
799,2016,10,2010,350,
800,2016,10,2010,264,
802,2016,10,2010,270,
803,2016,10,2010,318,
804,2016,10,2010,307,
805,2016,10,2010,300,
810,2016,10,2010,279,
812,2016,10,2010,306,
813,2016,10,2010,265,
814,2016,10,2010,71,
815,2016,10,2010,246,
836,2016,10,2002,58,
837,2016,10,2002,10,
842,2016,10,2002,15,
843,2016,10,2002,23,
844,2016,10,2002,19,
845,2016,10,2002,35,
846,2016,10,2002,43,
847,2016,10,2002,30,
849,2016,10,2002,37,
856,2016,10,1997,220,
857,2016,10,2012,194,
860,2016,10,2005,31,
861,2016,10,2005,,
867,2016,10,2011,49,
875,2016,10,2011,41,
878,2016,10,2011,14,
879,2016,10,2011,14,
880,2016,10,2011,14,
881,2016,10,2011,14,
882,2016,10,2011,12,
883,2016,10,2011,16,
884,2016,10,2011,86,
886,2016,10,2011,13,
888,2016,10,2011,28,
889,2016,10,2011,20,
896,2016,10,2015,38,
897,2016,10,2015,57,
899,2016,10,2011,16,
900,2016,10,2011,1,
904,2016,10,2005,113,
909,2016,10,2005,84,
910,2016,10,2005,147,
912,2016,10,2005,144,
913,2016,10,2005,65,
916,2016,10,2005,135,
917,2016,10,2005,117,
918,2016,10,2005,166,
922,2016,10,2005,99,
932,2016,10,2015,23,
934,2016,10,2015,29,
935,2016,10,2015,21,
936,2016,10,2015,17,
940,2016,10,2018,,
944,2016,10,2012,21,
945,2016,10,1999,5,
947,2016,10,1999,,
960,2016,10,1999,,
962,2016,10,1999,,
963,2016,10,1999,5,
968,2016,10,2012,,
1095,2016,10,2011,21,
1098,2016,10,2011,11,
1100,2016,10,2012,,
1101,2016,10,2012,134,
1103,2016,10,2012,18,
1111,2016,10,2012,61,
1115,2016,10,2012,52,
1182,2016,10,1994,195,
1185,2016,10,2007,58,
1190,2016,10,2018,1,
1191,2016,10,2018,7,
1196,2016,10,1984,425,
1197,2016,10,1992,1,
1198,2016,10,1990,74,
1199,2016,10,2004,,
1200,2016,10,1999,61,
1202,2016,10,1987,10,
1203,2016,10,1985,111,
1204,2016,10,1994,112,
1208,2016,10,2000,48,
1210,2016,10,1996,88,
1211,2016,10,2001,82,
1213,2016,10,2003,240,
1215,2016,10,1985,361,
1218,2016,10,1985,367,
1223,2016,10,1984,113,
1224,2016,10,1987,18,
1226,2016,10,1985,22,
1229,2016,10,1986,89,
1232,2016,10,1996,8,
1236,2016,10,1989,61,
1239,2016,10,1998,,
1242,2016,10,2004,28,
1243,2016,10,2004,32,
1245,2016,10,2002,87,
1247,2016,10,2002,65,
1248,2016,10,2002,54,
1249,2016,10,2002,45,
1250,2016,10,2002,110,
1251,2016,10,2002,95,
1252,2016,10,2002,74,
1253,2016,10,2002,45,
1254,2016,10,2002,59,
1255,2016,10,2002,130,
1260,2016,10,1982,203,
1261,2016,10,1978,166,
1263,2016,10,1997,317,
1264,2016,10,1998,127,
1265,2016,10,2005,324,
1267,2016,10,2005,281,
1268,2016,10,2005,279,
1269,2016,10,2005,303,
1270,2016,10,2005,207,
1271,2016,10,2005,284,
1272,2016,10,2005,277,
1273,2016,10,2005,315,
1274,2016,10,2005,239,
1275,2016,10,2005,237,
1276,2016,10,2005,291,
1282,2016,10,1991,223,
1285,2016,10,1995,91,
1286,2016,10,1995,,
1288,2016,10,1970,273,
1305,2016,10,1998,88,
1308,2016,10,1998,85,
1313,2016,10,1998,201,
1316,2016,10,1988,130,
1317,2016,10,2004,133,
1318,2016,10,2004,181,
1320,2016,10,1986,110,
1321,2016,10,1986,122,
1322,2016,10,1986,158,
1323,2016,10,2005,65,
1324,2016,10,2012,65,
1325,2016,10,1995,157,
1327,2016,10,1995,48,
1328,2016,10,2005,157,
1330,2016,10,2005,48,
1331,2016,10,2013,9,
1337,2016,10,1990,227,
1350,2016,10,2012,106,
1351,2016,10,2012,12,
1355,2016,10,2002,126,
1357,2016,10,2002,98,
1358,2016,10,2013,98,
1359,2016,10,1993,30,
1360,2016,10,1993,30,
1365,2016,10,2014,47,
1376,2016,10,2001,118,
1377,2016,10,2001,31,
1378,2016,10,2005,118,
1379,2016,10,2006,31,
1380,2016,10,2005,13,
1382,2016,10,2005,99,
1383,2016,10,2005,99,
1389,2016,10,1994,118,
1391,2016,10,1994,66,
1400,2016,10,2004,245,
1405,2016,10,1994,71,
1406,2016,10,1994,44,
1407,2016,10,1994,71,
1408,2016,10,1994,44,
1409,2016,10,1994,71,
1410,2016,10,1994,44,
1418,2016,10,1993,111,
1421,2016,10,1993,262,
1425,2016,10,1993,118,
1426,2016,10,1993,244,
1429,2016,10,2003,216,
1430,2016,10,2003,223,
1431,2016,10,2003,104,
1437,2016,10,1989,41,
1441,2016,10,1989,46,
1449,2016,10,1989,74,
1454,2016,10,1989,112,
1455,2016,10,1989,184,
1460,2016,10,1989,37,
1461,2016,10,1989,,
1473,2016,10,2012,63,
1475,2016,10,2000,166,
1478,2016,10,1994,15,
1484,2016,10,1994,96,
1485,2016,10,1994,78,
1489,2016,10,1994,69,
1490,2016,10,1994,3,
1492,2016,10,1994,24,
1493,2016,10,1994,16,
1501,2016,10,1994,,
1503,2016,10,1994,41,
1506,2016,10,1994,7,
1508,2016,10,1994,33,
1511,2016,10,1994,4,
1526,2016,10,1990,145,
1527,2016,10,1990,,
1528,2016,10,1990,106,
1529,2016,10,1990,194,
1530,2016,10,1990,197,
1531,2016,10,1990,39,
1537,2016,10,2004,125,
1538,2016,10,2004,140,
1540,2016,10,2004,141,
1544,2016,10,2004,47,
1546,2016,10,2004,134,
1547,2016,10,2004,155,
1548,2016,10,2004,120,
1555,2016,10,2000,54,
1558,2016,10,2000,32,
1559,2016,10,2005,60,
1563,2016,10,2004,250,
1580,2016,10,1992,92,
1595,2016,10,2003,87,
1598,2016,10,2007,52,
1599,2016,10,2007,25,
1600,2016,10,2017,45,
1606,2016,10,2015,32,
811,2016,10,2010,198,
1266,2016,10,2005,198,
1281,2016,10,2005,191,
39,2016,10,2010,53,
73,2016,10,2010,25,
79,2016,10,2010,68,
81,2016,10,2010,115,
82,2016,10,2010,90,
149,2016,10,2010,121,
264,2016,10,2002,27,
295,2016,10,2002,,
314,2016,10,2002,4,
396,2016,10,2005,50,
400,2016,10,1975,194,
403,2016,10,1996,74,
406,2016,10,2005,39,
411,2016,10,1999,120,
414,2016,10,1978,85,
443,2016,10,2005,116,
445,2016,10,2005,107,
446,2016,10,2005,107,
453,2016,10,2005,124,
458,2016,10,1994,86,
467,2016,10,2005,102,
468,2016,10,2005,82,
481,2016,10,1997,17,
500,2016,10,1997,68,
509,2016,10,1997,41,
510,2016,10,1997,16,
512,2016,10,1997,56,
513,2016,10,1997,85,
514,2016,10,1997,28,
516,2016,10,1997,77,
518,2016,10,1997,62,
522,2016,10,1997,87,
548,2016,10,1997,20,
570,2016,10,1997,28,
572,2016,10,1997,13,
574,2016,10,1997,27,
575,2016,10,1997,9,
580,2016,10,1997,37,
652,2016,10,2010,114,
653,2016,10,2010,72,
662,2016,10,1988,133,
663,2016,10,1988,83,
665,2016,10,1988,17,
669,2016,10,1988,137,
672,2016,10,1988,19,
673,2016,10,1988,130,
677,2016,10,1978,51,
681,2016,10,1978,202,
683,2016,10,1978,240,
685,2016,10,2003,233,
686,2016,10,2003,77,
687,2016,10,2003,104,
692,2016,10,1999,69,
713,2016,10,1984,192,
718,2016,10,2005,14,
723,2016,10,1998,144,
725,2016,10,1998,126,
726,2016,10,2000,161,
755,2016,10,2010,33,
806,2016,10,2010,190,
807,2016,10,2010,378,
809,2016,10,2010,367,
818,2016,10,2002,69,
820,2016,10,2002,53,
822,2016,10,2002,54,
823,2016,10,2002,70,
828,2016,10,2002,51,
839,2016,10,2002,52,
850,2016,10,2002,62,
851,2016,10,2002,74,
895,2016,10,2015,198,
898,2016,10,2015,98,
901,2016,10,2005,70,
902,2016,10,2005,28,
903,2016,10,2005,40,
905,2016,10,2005,39,
906,2016,10,2005,126,
907,2016,10,2005,85,
908,2016,10,2005,169,
911,2016,10,2005,50,
914,2016,10,2005,80,
915,2016,10,2005,105,
919,2016,10,2005,150,
920,2016,10,2005,87,
921,2016,10,2005,29,
926,2016,10,2002,16,
937,2016,10,2015,63,
938,2016,10,2015,49,
943,2016,10,2002,51,
1094,2016,10,2011,142,
1194,2016,10,2018,318,
1205,2016,10,1992,102,
1207,2016,10,2001,96,
1216,2016,10,1999,213,
1217,2016,10,1999,93,
1221,2016,10,1986,84,
1227,2016,10,1985,24,
1246,2016,10,2002,50,
1258,2016,10,2000,200,
1259,2016,10,2005,152,
1262,2016,10,1997,308,
1304,2016,10,2011,28,
1312,2016,10,1998,194,
1314,2016,10,1998,222,
1315,2016,10,2012,201,
1332,2016,10,2004,282,
1333,2016,10,2004,68,
1334,2016,10,2004,293,
1335,2016,10,2004,149,
1336,2016,10,1990,204,
1339,2016,10,1990,177,
1340,2016,10,1990,56,
1342,2016,10,1990,164,
1344,2016,10,1990,177,
1345,2016,10,1990,56,
1347,2016,10,1990,164,
1354,2016,10,2005,1,
1367,2016,10,2004,362,
1369,2016,10,2004,387,
1370,2016,10,2004,218,
1373,2016,10,2005,39,
1375,2016,10,2003,154,
1385,2016,10,2000,212,
1392,2016,10,1994,30,
1394,2016,10,1990,95,
1401,2016,10,2004,38,
1402,2016,10,2004,273,
1404,2016,10,1989,174,
1414,2016,10,2003,106,
1415,2016,10,2003,315,
1420,2016,10,1993,136,
1422,2016,10,1993,246,
1423,2016,10,1993,120,
1424,2016,10,1993,183,
1427,2016,10,1993,55,
1432,2016,10,2003,181,
1433,2016,10,1989,129,
1434,2016,10,1989,191,
1439,2016,10,1989,93,
1446,2016,10,1989,70,
1453,2016,10,1989,,
1457,2016,10,1989,223,
1459,2016,10,1989,213,
1468,2016,10,2002,16,
1472,2016,10,2002,16,
1476,2016,10,1994,75,
1477,2016,10,1994,72,
1482,2016,10,1994,94,
1491,2016,10,1994,10,
1496,2016,10,1994,59,
1510,2016,10,1994,97,
1512,2016,10,1994,10,
1514,2016,10,1994,25,
1522,2016,10,1977,215,
1523,2016,10,2017,27,
1524,2016,10,2017,38,
1525,2016,10,2017,130,
1532,2016,10,2004,129,
1534,2016,10,2004,177,
1535,2016,10,2004,90,
1536,2016,10,2004,138,
1539,2016,10,2004,68,
1561,2016,10,2004,149,
1565,2016,10,1983,187,
1566,2016,10,1983,57,
1567,2016,10,1983,111,
1568,2016,10,1983,261,
1570,2016,10,1983,187,
1571,2016,10,1983,57,
1572,2016,10,1983,111,
1573,2016,10,1983,261,
1576,2016,10,1992,156,
1577,2016,10,1992,81,
1578,2016,10,1992,96,
1579,2016,10,1992,126,
1581,2016,10,1992,120,
1582,2016,10,1992,98,
1583,2016,10,1992,123,
1584,2016,10,1992,120,
1586,2016,10,1992,224,
1589,2016,10,2003,130,
1591,2016,10,2003,136,
1592,2016,10,2003,154,
9,2016,10,2010,34,
11,2016,10,2010,182,
12,2016,10,2010,148,
14,2016,10,2010,357,
15,2016,10,2010,179,
16,2016,10,2010,101,
17,2016,10,2010,135,
19,2016,10,2010,119,
20,2016,10,2010,21,
27,2016,10,2010,165,
30,2016,10,2010,67,
35,2016,10,2010,118,
40,2016,10,2010,84,
