NDII_mean,NDVI_mean,Ref_ID,Year,driver_class,esa_lc_2021,event_start,gfc_lossyear
,,22,1984,,10,2010,
,,23,1984,,10,2010,
,,25,1984,,10,2010,
,,26,1984,,10,2010,
,,28,1984,,10,2010,
,,29,1984,,10,2010,
,,38,1984,,10,2010,
,,61,1984,,10,2010,
,,63,1984,,10,2010,
,,64,1984,,10,2010,
,,74,1984,,10,2010,
,,75,1984,,10,2010,
,,76,1984,,10,2010,
,,77,1984,,10,2010,
,,78,1984,,10,2010,
,,239,1984,,10,2010,
,,240,1984,,10,2010,
,,245,1984,,10,2003,
,,250,1984,,10,2002,
,,253,1984,,10,2002,
,,261,1984,,10,2002,
,,262,1984,,10,2002,
,,263,1984,,10,2002,
,,265,1984,,10,2002,
,,266,1984,,10,2002,
,,267,1984,,10,2002,
,,269,1984,,10,2002,
,,273,1984,,10,2002,
,,274,1984,,10,2002,
,,281,1984,,10,2002,
,,284,1984,,10,2002,
,,285,1984,,10,2002,
,,286,1984,,10,2002,
,,287,1984,,10,2002,
,,289,1984,,10,2002,
,,297,1984,,10,2002,
,,298,1984,,10,2002,
,,299,1984,,10,2002,
,,301,1984,,10,2002,
,,304,1984,,10,2002,
,,308,1984,,10,2002,
,,310,1984,,10,2002,
,,311,1984,,10,2002,
-0.087258823,0.31805163621902466,325,1984,,10,2007,
-0.087258823,0.31805163621902466,326,1984,,10,2007,
-0.087258823,0.31805163621902466,328,1984,,10,2007,
-0.023234203,0.37650784850120544,339,1984,,10,2007,
-0.067946427,0.33682501316070557,340,1984,,10,2007,
-0.067946427,0.33682501316070557,341,1984,,10,2007,
-0.04391988,0.34519267082214355,342,1984,,10,2007,
0.00865152,0.40235695242881775,344,1984,,10,2007,
0.016930462792515755,0.42814895510673523,345,1984,,10,2007,
0.00865152,0.40235695242881775,346,1984,,10,2007,
-0.003033597,0.41678544878959656,353,1984,,10,2007,
-0.003033597,0.41678544878959656,354,1984,,10,2007,
0.061843049,0.45221707224845886,355,1984,,10,2007,
0.049579293,0.44583597779273987,356,1984,,10,2007,
0.017657626420259476,0.4335530996322632,357,1984,,10,2007,
0.017657626420259476,0.4335530996322632,358,1984,,10,2007,
0.014161246,0.43990662693977356,359,1984,,10,2007,
0.01852737,0.4197092354297638,360,1984,,10,2007,
-0.001827296,0.4066118001937866,362,1984,,10,2007,
0.072115794,0.4561813771724701,363,1984,,10,2007,
0.072115794,0.4561813771724701,364,1984,,10,2007,
0.052243423,0.42442795634269714,365,1984,,10,2007,
-0.023234203,0.37650784850120544,366,1984,,10,2007,
0.061843049,0.45221707224845886,367,1984,,10,2007,
0.016302065923810005,0.4205537736415863,368,1984,,10,2007,
0.016302065923810005,0.4205537736415863,369,1984,,10,2007,
-0.070752829,0.37137460708618164,370,1984,,10,2007,
0.01852737,0.4197092354297638,371,1984,,10,2007,
-0.093456529,0.3556022346019745,373,1984,,10,2007,
-0.093456529,0.3556022346019745,374,1984,,10,2007,
-0.092176326,0.35423049330711365,375,1984,,10,2007,
-1.70E-04,0.4234657287597656,376,1984,,10,2007,
0.014625387266278267,0.4485233426094055,377,1984,,10,2007,
0.061843049,0.45221707224845886,379,1984,,10,2007,
0.071994089,0.4487054646015167,382,1984,,10,2007,
-0.042456433,0.39235758781433105,383,1984,,10,2007,
0.00137086,0.4141054153442383,384,1984,,10,2007,
0.00137086,0.4141054153442383,385,1984,,10,2007,
-0.00614677,0.4118572771549225,386,1984,,10,2007,
-0.00614677,0.4118572771549225,387,1984,,10,2007,
-0.00614677,0.4118572771549225,388,1984,,10,2007,
-0.00614677,0.4118572771549225,389,1984,,10,2007,
-0.021587769,0.41927164793014526,390,1984,,10,2007,
0.7001772522926331,0.15828606486320496,398,1984,,10,2005,
0.11395014822483063,0.3989599645137787,402,1984,,10,1970,
0.2204984426498413,0.3874785304069519,404,1984,,10,1996,
,,412,1984,,10,1982,
0.1381436139345169,0.5156359672546387,415,1984,,10,2001,
0.11870943009853363,0.42162954807281494,418,1984,,10,1999,
0.13537651300430298,0.33149123191833496,419,1984,,10,1999,
0.062446102,0.45827335119247437,420,1984,,10,2012,
0.1960471272468567,0.43510255217552185,421,1984,,10,1994,
0.42765599489212036,0.526420534,422,1984,,10,2005,
0.46601080894470215,0.4417177736759186,423,1984,,10,2005,
0.47767847776412964,0.45612165331840515,424,1984,,10,2005,
0.5187779068946838,0.5057046413421631,425,1984,,10,2005,
0.4518042802810669,0.5055775046348572,426,1984,,10,2005,
0.4683685898780823,0.5097941160202026,427,1984,,10,2005,
0.35501906275749207,0.5012864470481873,428,1984,,10,2005,
0.534933329,0.5429299473762512,429,1984,,10,2005,
0.43901047110557556,0.46374252438545227,430,1984,,10,2005,
0.46283143758773804,0.5038428902626038,431,1984,,10,2005,
0.46510735154151917,0.5009093284606934,432,1984,,10,2005,
0.47097986936569214,0.5243920683860779,433,1984,,10,2005,
0.4360579252243042,0.522905171,434,1984,,10,2005,
0.4292345941066742,0.463845432,435,1984,,10,2005,
0.38891202211380005,0.37516507506370544,436,1984,,10,2008,
0.4665709137916565,0.31533458828926086,437,1984,,10,2008,
0.628515363,0.21774008870124817,438,1984,,10,2008,
0.5518223643302917,0.3640534281730652,439,1984,,10,2008,
0.5235432386398315,0.32346031069755554,440,1984,,10,2008,
0.3742552399635315,0.4111149311065674,441,1984,,10,2008,
0.3501139283180237,0.3616234362125397,442,1984,,10,2008,
0.3045973479747772,0.585047185,444,1984,,10,2005,
0.30356162786483765,0.5518732070922852,447,1984,,10,2005,
0.3818643093109131,0.46768859028816223,448,1984,,10,2005,
0.4078329801559448,0.42837756872177124,449,1984,,10,2005,
0.34853190183639526,0.4695003926753998,450,1984,,10,2005,
0.4379066228866577,0.47411295771598816,451,1984,,10,2005,
0.36973708868026733,0.5484267473220825,452,1984,,10,2005,
0.33686527609825134,0.38551390171051025,454,1984,,10,2005,
0.3425440788269043,0.5403485298156738,455,1984,,10,1994,
0.3434544801712036,0.46065422892570496,457,1984,,10,1994,
0.4020003378391266,0.42763757705688477,459,1984,,10,1994,
0.3893733322620392,0.43074801564216614,460,1984,,10,1994,
0.3755037486553192,0.6412546634674072,461,1984,,10,1994,
0.4323640763759613,0.4993399381637573,462,1984,,10,1994,
0.4186967611312866,0.5821716785430908,463,1984,,10,1994,
0.38793999,0.4352020025253296,464,1984,,10,2005,
0.2741629481315613,0.4648566246032715,471,1984,,10,1988,
,,477,1984,,10,2010,
0.023565635085105896,0.5203749537467957,479,1984,,10,1997,
0.099524021,0.5285259485244751,480,1984,,10,1997,
-0.043413714,0.40616241097450256,482,1984,,10,1997,
0.092121221,0.487837017,487,1984,,10,1997,
0.10881197452545166,0.42074644565582275,489,1984,,10,1997,
0.3843003213405609,0.7035893201828003,494,1984,,10,1997,
0.04901845,0.4118739664554596,496,1984,,10,1997,
0.026412863,0.40634527802467346,498,1984,,10,1997,
0.14372646808624268,0.5251492857933044,504,1984,,10,1997,
0.12675972282886505,0.5433967113494873,511,1984,,10,1997,
0.040480848,0.35820215940475464,519,1984,,10,1997,
0.072810262,0.48804953694343567,526,1984,,10,1997,
0.18929320573806763,0.5304341912269592,529,1984,,10,1997,
-0.033344381,0.35767799615859985,530,1984,,10,1997,
0.36299729347229004,0.6359741687774658,531,1984,,10,1997,
0.257060707,0.5781214833259583,532,1984,,10,1997,
-0.011953435,0.3176937997341156,533,1984,,10,1997,
0.2610018253326416,0.5778416991233826,534,1984,,10,1997,
0.20880629122257233,0.43731147050857544,535,1984,,10,1997,
0.030977491289377213,0.42700275778770447,536,1984,,10,1997,
0.060370925813913345,0.4311823844909668,539,1984,,10,1997,
0.3939417898654938,0.6705180406570435,540,1984,,10,1997,
0.069208018,0.47479286789894104,542,1984,,10,1997,
0.093657129,0.4281609356403351,543,1984,,10,1997,
0.18970581889152527,0.6256336569786072,544,1984,,10,1997,
0.30987024307250977,0.6414957046508789,545,1984,,10,1997,
0.22839374840259552,0.5563740730285645,546,1984,,10,1997,
0.089664109,0.44874292612075806,547,1984,,10,1997,
0.2677968740463257,0.5892432928085327,550,1984,,10,1997,
0.00625094,0.4493408799171448,552,1984,,10,1997,
-0.044933692,0.4017469882965088,553,1984,,10,1997,
-0.046293505,0.3852130174636841,554,1984,,10,1997,
-0.014745524,0.37425997853279114,557,1984,,10,1997,
0.044269584119319916,0.4708065092563629,558,1984,,10,1997,
-0.085559987,0.3624182641506195,560,1984,,10,1997,
0.12500295042991638,0.5286394357681274,561,1984,,10,1997,
0.010115564800798893,0.450510174,562,1984,,10,1997,
-0.091552585,0.3652794659137726,565,1984,,10,1997,
0.020412079989910126,0.46484699845314026,573,1984,,10,1997,
0.018555419519543648,0.42275965213775635,577,1984,,10,1997,
0.24095548689365387,0.6143689155578613,578,1984,,10,1997,
0.3940771222114563,0.6493338942527771,579,1984,,10,1997,
0.2526048421859741,0.6473138332366943,583,1984,,10,1997,
0.12223146110773087,0.5202270746231079,584,1984,,10,1997,
0.254923552,0.5948559641838074,585,1984,,10,1997,
0.31377658247947693,0.6408697962760925,586,1984,,10,1997,
0.38415440917015076,0.7053223848342896,588,1984,,10,1997,
0.28369978070259094,0.5764446258544922,589,1984,,10,1997,
0.069206402,0.48672962188720703,590,1984,,10,1997,
0.045553707,0.4213358163833618,591,1984,,10,1997,
0.11430784314870834,0.5655651688575745,595,1984,,10,2001,
0.12242072075605392,0.5416297316551208,596,1984,,10,2001,
0.1025618240237236,0.5336220264434814,597,1984,,10,2001,
0.1779739409685135,0.5967249274253845,598,1984,,10,2001,
0.058812924,0.5028454065322876,601,1984,,10,2001,
0.14462433755397797,0.5553215146064758,604,1984,,10,2001,
0.073594652,0.4428420662879944,605,1984,,10,2001,
0.10973896831274033,0.5527198314666748,606,1984,,10,2001,
0.39416807889938354,0.7968680262565613,609,1984,,10,2001,
0.1350313127040863,0.5324649214744568,610,1984,,10,2001,
0.13969966769218445,0.5765478610992432,615,1984,,10,2001,
0.095832139,0.5088129639625549,616,1984,,10,2001,
0.1332036256790161,0.5580124855041504,619,1984,,10,2001,
0.22507907450199127,0.6713417768478394,623,1984,,10,2001,
0.027886737138032913,0.5010268688201904,624,1984,,10,2001,
0.11030229181051254,0.5603095293045044,625,1984,,10,2001,
0.16332419216632843,0.5817214846611023,627,1984,,10,2001,
0.15930777788162231,0.5235264897346497,628,1984,,10,2001,
-0.046717357,0.38389983773231506,630,1984,,10,2001,
0.1382257640361786,0.5335155129432678,632,1984,,10,2001,
0.065091394,0.4894169569015503,633,1984,,10,2001,
0.16602379083633423,0.601935863,636,1984,,10,2001,
0.16051918268203735,0.519548774,637,1984,,10,2001,
0.039433684,0.47453492879867554,639,1984,,10,2001,
0.057157736,0.4219818413257599,644,1984,,10,2001,
0.028497828170657158,0.3548260033130646,649,1984,,10,2001,
,,678,1984,,10,1978,
,,680,1984,,10,1978,
0.4152262806892395,0.23528820276260376,691,1984,,10,1994,
0.2103513926267624,0.4081170856952667,707,1984,,10,2010,
0.17904436588287354,0.49627602100372314,709,1984,,10,1987,
,,711,1984,,10,1997,
0.3974758982658386,0.710108221,721,1984,,10,1976,
0.14819186925888062,0.3185161054134369,722,1984,,10,2006,
0.22713732719421387,0.561890721,724,1984,,10,1998,
0.48926129937171936,0.36020538210868835,728,1984,,10,2003,
0.13680359721183777,0.1572662591934204,729,1984,,10,2003,
0.17691375315189362,0.037068229,730,1984,,10,2003,
0.2009025514125824,0.078392141,731,1984,,10,2003,
0.31096598505973816,0.2675182521343231,732,1984,,10,2003,
0,0.36255326867103577,733,1984,,10,2003,
0.25800660252571106,0.3179001212120056,734,1984,,10,2003,
0.3166925013065338,0.044271562,736,1984,,10,2003,
,,743,1984,,10,2008,
,,745,1984,,10,2008,
,,747,1984,,10,1978,
0.5678573250770569,0.005838145,749,1984,,10,1978,
-0.041270979,0.3773042857646942,751,1984,,10,2010,
0.019477798,0.3756234049797058,752,1984,,10,2010,
-0.040333848,0.3728463053703308,753,1984,,10,2010,
-0.02517339,0.4924139082431793,756,1984,,10,2010,
-0.041622542,0.4982820451259613,757,1984,,10,2010,
-0.031637855,0.3000810146331787,759,1984,,10,2010,
0.013227063231170177,0.36762747168540955,760,1984,,10,2010,
0.19396519660949707,0.5601128935813904,762,1984,,10,2012,
0.3669949471950531,0.4013468623161316,768,1984,,10,2012,
0.3816821873188019,0.44089487195014954,769,1984,,10,2012,
0.3644900918006897,0.5105442404747009,774,1984,,10,2012,
0.29708588123321533,0.5286511182785034,781,1984,,10,2012,
0.362754226,0.8239805698394775,783,1984,,10,2010,
0.35223039984703064,0.6463046073913574,785,1984,,10,2010,
0.3957762122154236,0.8210151791572571,786,1984,,10,2010,
0.37193265557289124,0.7923306822776794,787,1984,,10,2010,
0.4111446738243103,0.8002006411552429,788,1984,,10,2010,
0.35133764147758484,0.6997761130332947,789,1984,,10,2010,
0.3814677596092224,0.7703901529312134,790,1984,,10,2010,
0.3761957287788391,0.8037970066070557,792,1984,,10,2010,
0.3702474534511566,0.2861804664134979,794,1984,,10,2010,
0.3702474534511566,0.2861804664134979,795,1984,,10,2010,
0.46444061398506165,0.42029982805252075,796,1984,,10,2010,
,,799,1984,,10,2010,
0.3761957287788391,0.8037970066070557,800,1984,,10,2010,
,,802,1984,,10,2010,
0.36290156841278076,0.7322468161582947,803,1984,,10,2010,
,,804,1984,,10,2010,
0.39318549633026123,0.740731955,805,1984,,10,2010,
0.3496656119823456,0.7790262699127197,810,1984,,10,2010,
0.345803827,0.769112229,812,1984,,10,2010,
0.2994022071361542,0.6943118572235107,813,1984,,10,2010,
0.068428904,0.4818919599056244,814,1984,,10,2010,
0.34253552556037903,0.8133443593978882,815,1984,,10,2010,
0.37770774960517883,0.7040446400642395,836,1984,,10,2002,
0.21106719970703125,0.568459153,837,1984,,10,2002,
0.093749046,0.5154828429222107,842,1984,,10,2002,
0.082755938,0.5004721879959106,843,1984,,10,2002,
0.072362967,0.4895981550216675,844,1984,,10,2002,
0.13943341374397278,0.5214495062828064,845,1984,,10,2002,
0.14537647366523743,0.5418739318847656,846,1984,,10,2002,
0.11394066363573074,0.49827632308006287,847,1984,,10,2002,
0.16995102167129517,0.5612920522689819,849,1984,,10,2002,
,,856,1984,,10,1997,
0.21394875645637512,0.5851937532424927,857,1984,,10,2012,
0.16249874234199524,0.29214563965797424,860,1984,,10,2005,
-0.064275429,0.2970869541168213,861,1984,,10,2005,
0.011384352,0.32688987255096436,867,1984,,10,2011,
0.15952830016613007,0.48066553473472595,875,1984,,10,2011,
-0.071712486,0.489214152,878,1984,,10,2011,
-0.059357833,0.5060558319091797,879,1984,,10,2011,
-0.004545941,0.4917938709259033,880,1984,,10,2011,
-0.004545941,0.4917938709259033,881,1984,,10,2011,
-0.148451895,0.3701099753379822,882,1984,,10,2011,
-0.072700649,0.19892200827598572,883,1984,,10,2011,
0.17384333908557892,0.6115487813949585,884,1984,,10,2011,
0.085126325,0.038677398,886,1984,,10,2011,
-0.170330524,0.025235008,888,1984,,10,2011,
0.11232424527406693,0.015719100832939148,889,1984,,10,2011,
0.20642238855361938,0.6257135272026062,896,1984,,10,2015,
0.2691040635108948,0.6517369747161865,897,1984,,10,2015,
-0.042785622,0.38095054030418396,899,1984,,10,2011,
0.011030342429876328,0.2607980966567993,900,1984,,10,2011,
0.2665460705757141,0.5834712386131287,904,1984,,10,2005,
0.312496156,0.4520528018474579,909,1984,,10,2005,
0.3961643874645233,0.42144683,910,1984,,10,2005,
0.33771437406539917,0.51190877,912,1984,,10,2005,
0.40265277,0.5808840394020081,913,1984,,10,2005,
0.42090269923210144,0.5844101905822754,916,1984,,10,2005,
0.2531854808330536,0.6092036366462708,917,1984,,10,2005,
0.32252588868141174,0.6070709228515625,918,1984,,10,2005,
0.4297064542770386,0.6283791065216064,922,1984,,10,2005,
0.063720249,0.39954063296318054,932,1984,,10,2015,
0.15431930124759674,0.44644612073898315,934,1984,,10,2015,
0.14962245523929596,0.4117663502693176,935,1984,,10,2015,
0.16036881506443024,0.43867719173431396,936,1984,,10,2015,
0.25526338815689087,0.45243749022483826,940,1984,,10,2018,
0.099038243,0.45964348316192627,944,1984,,10,2012,
0.002684668,0.291145384,945,1984,,10,1999,
-0.078557223,0.091253303,947,1984,,10,1999,
0.094117247,0.3237403929233551,960,1984,,10,1999,
-0.035795525,0.1599598377943039,962,1984,,10,1999,
0.002684668,0.291145384,963,1984,,10,1999,
0.10999567061662674,0.3251716196537018,968,1984,,10,2012,
,,1095,1984,,10,2011,
0.14884421229362488,0.6625942587852478,1098,1984,,10,2011,
,,1100,1984,,10,2012,
0.3109816610813141,0.012940169,1101,1984,,10,2012,
0.041188367,0.415802538,1103,1984,,10,2012,
0.032742001,0.4072597026824951,1111,1984,,10,2012,
0.022014383226633072,0.41341152787208557,1115,1984,,10,2012,
0.3294279873371124,0.7522215247154236,1182,1984,,10,1994,
,,1185,1984,,10,2007,
-0.099431194,0.23520593345165253,1190,1984,,10,2018,
-0.046667125,0.22095409035682678,1191,1984,,10,2018,
,,1196,1984,,10,1984,
,,1197,1984,,10,1992,
,,1198,1984,,10,1990,
,,1199,1984,,10,2004,
0.23386843502521515,0.5983337163925171,1200,1984,,10,1999,
0.10974498838186264,0.5227078199386597,1202,1984,,10,1987,
0.29907453060150146,0.32810866832733154,1203,1984,,10,1985,
0.14627046883106232,0.46734747290611267,1204,1984,,10,1994,
0.29162290692329407,0.4855266213417053,1208,1984,,10,2000,
0.3782495856285095,0.4538877308368683,1210,1984,,10,1996,
0.3021314740180969,0.4532972276210785,1211,1984,,10,2001,
0.2938286066055298,0.3225668966770172,1213,1984,,10,2003,
0.22479718923568726,0.5416354537010193,1215,1984,,10,1985,
0.32687816,0.7306879758834839,1218,1984,,10,1985,
0.1288180947303772,0.4660419225692749,1223,1984,,10,1984,
0.33213260769844055,0.3686872124671936,1224,1984,,10,1987,
0.11361253261566162,0.38253211975097656,1226,1984,,10,1985,
0.44969016313552856,0.5882911682128906,1229,1984,,10,1986,
6.924548652023077E-4,0.16272218525409698,1232,1984,,10,1996,
0.21486616134643555,0.39432185888290405,1236,1984,,10,1989,
-0.063890487,0.2510981559753418,1239,1984,,10,1998,
0.009636282,0.40607067942619324,1242,1984,,10,2004,
-0.004581468,0.4302830994129181,1243,1984,,10,2004,
0.14916518330574036,0.5108498930931091,1245,1984,,10,2002,
0.385581911,0.7739565372467041,1247,1984,,10,2002,
0.26069676876068115,0.5087173581123352,1248,1984,,10,2002,
0.22008855640888214,0.5252872705459595,1249,1984,,10,2002,
0.20042528212070465,0.5338176488876343,1250,1984,,10,2002,
0.13785241544246674,0.5125918984413147,1251,1984,,10,2002,
0.13408739864826202,0.5590993762016296,1252,1984,,10,2002,
0.093661718,0.5347819328308105,1253,1984,,10,2002,
0.18894833326339722,0.6018151044845581,1254,1984,,10,2002,
0.21273620426654816,0.5706197619438171,1255,1984,,10,2002,
0.4179701805114746,0.8313606977462769,1260,1984,,10,1982,
0.427521288,0.8108496069908142,1261,1984,,10,1978,
0.3342303931713104,0.097243771,1263,1984,,10,1997,
0.4913451671600342,0.016539559,1264,1984,,10,1998,
0.37596365809440613,0.8147143721580505,1265,1984,,10,2005,
0.362754226,0.8239805698394775,1267,1984,,10,2005,
0.3496656119823456,0.7790262699127197,1268,1984,,10,2005,
0.3354070484638214,0.7575147151947021,1269,1984,,10,2005,
0.37280794978141785,0.7883188128471375,1270,1984,,10,2005,
0.3207263648509979,0.6936249136924744,1271,1984,,10,2005,
0.35836175084114075,0.7590467929840088,1272,1984,,10,2005,
0.3850587010383606,0.7914528250694275,1273,1984,,10,2005,
0.39596766233444214,0.8087244629859924,1274,1984,,10,2005,
0.3826169967651367,0.7508254647254944,1275,1984,,10,2005,
0.3582035005092621,0.7832216024398804,1276,1984,,10,2005,
0.015528490766882896,0.4200035631656647,1282,1984,,10,1991,
-0.134933293,0.2656015157699585,1285,1984,,10,1995,
-0.102036282,0.31940025091171265,1286,1984,,10,1995,
,,1288,1984,,10,1970,
0.336892694,0.3928614556789398,1305,1984,,10,1998,
0.29256948828697205,0.2547644078731537,1308,1984,,10,1998,
0.33744198083877563,0.24696259200572968,1313,1984,,10,1998,
0.26538729667663574,0.368239164,1316,1984,,10,1988,
0.4914917051792145,0.526239276,1317,1984,,10,2004,
0.5020633339881897,0.5747208595275879,1318,1984,,10,2004,
0.42776358127593994,0.5951979756355286,1320,1984,,10,1986,
0.4168882966041565,0.5604902505874634,1321,1984,,10,1986,
0.38021111488342285,0.5472824573516846,1322,1984,,10,1986,
0.26332148909568787,0.46866708993911743,1323,1984,,10,2005,
0.26332148909568787,0.46866708993911743,1324,1984,,10,2012,
0.38451632857322693,0.5637177228927612,1325,1984,,10,1995,
0.085237958,0.23627255856990814,1327,1984,,10,1995,
0.38451632857322693,0.5637177228927612,1328,1984,,10,2005,
0.085237958,0.23627255856990814,1330,1984,,10,2005,
0.097298905,0.47923406958580017,1331,1984,,10,2013,
0.066356808,0.3900935649871826,1337,1984,,10,1990,
0.27314117550849915,0.5864176750183105,1350,1984,,10,2012,
0.29786771535873413,0.4992804229259491,1351,1984,,10,2012,
0.3020731210708618,0.6234519481658936,1355,1984,,10,2002,
0.3159058094024658,0.7060496807098389,1357,1984,,10,2002,
0.3159058094024658,0.7060496807098389,1358,1984,,10,2013,
-0.054518733,0.2671242356300354,1359,1984,,10,1993,
-0.054518733,0.2671242356300354,1360,1984,,10,1993,
-0.026790027,0.2533891797065735,1365,1984,,10,2014,
0.19092918932437897,0.4181632697582245,1376,1984,,10,2001,
0.162365124,0.567936122,1377,1984,,10,2001,
0.19092918932437897,0.4181632697582245,1378,1984,,10,2005,
0.162365124,0.567936122,1379,1984,,10,2006,
-0.04422218,0.2772020101547241,1380,1984,,10,2005,
0.1045074313879013,0.34756335616111755,1382,1984,,10,2005,
0.1045074313879013,0.34756335616111755,1383,1984,,10,2005,
0.137320414,0.4719424843788147,1389,1984,,10,1994,
0.2276567667722702,0.5306539535522461,1391,1984,,10,1994,
0.21901533007621765,0.5946933031082153,1400,1984,,10,2004,
0.16527816653251648,0.5561678409576416,1405,1984,,10,1994,
0.35487309098243713,0.6309612393379211,1406,1984,,10,1994,
0.16527816653251648,0.5561678409576416,1407,1984,,10,1994,
0.35487309098243713,0.6309612393379211,1408,1984,,10,1994,
0.16527816653251648,0.5561678409576416,1409,1984,,10,1994,
0.35487309098243713,0.6309612393379211,1410,1984,,10,1994,
0.5697641968727112,0.10670169442892075,1418,1984,,10,1993,
0.47722044587135315,0.5410109758377075,1421,1984,,10,1993,
0.35028716921806335,0.3715950548648834,1425,1984,,10,1993,
0.5118368864059448,0.2526121139526367,1426,1984,,10,1993,
0.42815619707107544,0.39944618940353394,1429,1984,,10,2003,
0.24994847178459167,0.5786507725715637,1430,1984,,10,2003,
0.22617125511169434,0.5380366444587708,1431,1984,,10,2003,
0.2240152657032013,0.6436026096343994,1437,1984,,10,1989,
0.22211360931396484,0.6060619354248047,1441,1984,,10,1989,
0.29212281107902527,0.48317331075668335,1449,1984,,10,1989,
0.28007617592811584,0.6588811874389648,1454,1984,,10,1989,
0.2900320887565613,0.6752560138702393,1455,1984,,10,1989,
0.2768930494785309,0.6752650737762451,1460,1984,,10,1989,
0.16008028388023376,0.47723326086997986,1461,1984,,10,1989,
0.13249275088310242,0.31844037771224976,1473,1984,,10,2012,
0.39191100001335144,0.548885703,1475,1984,,10,2000,
0.018322113901376724,0.3019731938838959,1478,1984,,10,1994,
0.11771517992019653,0.46935439109802246,1484,1984,,10,1994,
-0.119724043,0.2814248204231262,1485,1984,,10,1994,
0.1087411493062973,0.3934331238269806,1489,1984,,10,1994,
-0.047711946,0.2985999286174774,1490,1984,,10,1994,
0.1698376089334488,0.4303973317146301,1492,1984,,10,1994,
-0.024580538,0.29722902178764343,1493,1984,,10,1994,
-0.026967201,0.21514737606048584,1501,1984,,10,1994,
0.21941277384757996,0.42825639247894287,1503,1984,,10,1994,
-0.022048017,0.23105670511722565,1506,1984,,10,1994,
-0.014767667,0.2361721396446228,1508,1984,,10,1994,
0.10661572962999344,0.3166009485721588,1511,1984,,10,1994,
0.2622566521167755,0.5170331597328186,1526,1984,,10,1990,
0.2912116050720215,0.527262807,1527,1984,,10,1990,
0.41488325595855713,0.7360366582870483,1528,1984,,10,1990,
0.35786885023117065,0.6835940480232239,1529,1984,,10,1990,
0.25728335976600647,0.6149527430534363,1530,1984,,10,1990,
0.24325640499591827,0.5288158655166626,1531,1984,,10,1990,
0.10609916597604752,0.2649591863155365,1537,1984,,10,2004,
0.21319244801998138,0.35204267501831055,1538,1984,,10,2004,
0.43764132261276245,0.2913711965084076,1540,1984,,10,2004,
0.28902602195739746,0.33486804366111755,1544,1984,,10,2004,
0.4194454550743103,0.19127725064754486,1546,1984,,10,2004,
0.364803672,0.22475485503673553,1547,1984,,10,2004,
0.2850917875766754,0.2308179885149002,1548,1984,,10,2004,
0.21369118988513947,0.47875869274139404,1555,1984,,10,2000,
0.15946009755134583,0.4210287630558014,1558,1984,,10,2000,
0.16439691185951233,0.5276557207107544,1559,1984,,10,2005,
0.49585986137390137,0.3811149597167969,1563,1984,,10,2004,
0.33212581276893616,0.4910295307636261,1580,1984,,10,1992,
0.11736112833023071,0.42074790596961975,1595,1984,,10,2003,
0.043397717,0.39302876591682434,1598,1984,,10,2007,
-7.88E-05,0.30200910568237305,1599,1984,,10,2007,
